# DISASSEMBLY-DERIVED (tier 2: addresses).  GENERATED by
# docs/whitebox/scripts/build_ref.py -- do not hand-edit.
# Every addr is an absolute VA in c2.dll sha256 c80981c015166effecc71ad8112d5577a065b2300891dfdb02b9c13787a66258.
# NAVIGATION ONLY.  Nothing here may enter crates/ without a
# docs/whitebox/DISCLOSURE.md row naming the address.
# kind: func-entry | in-func | data | unmapped
# tu_conf: in-anchor (a fact) | gap (a hypothesis, C2_MAP.md 3.1)
#          no-ice-site (a TU the partition cannot see) | n/a (not code)
addr	kind	func	func_size	ncallers	ncallees	tu	tu_conf	subsys	page	conf	label	n_cites	cites
10b47d89	func-entry	10b47d89	2396	6	28	globlopt.c	in-anchor	-	-	unknown	-	1	whitebox/WB_MEMCPY_FINDINGS.md:1
10b48254	in-func	10b47d89	2396	6	28	globlopt.c	in-anchor	-	-	unknown	-	1	whitebox/WB_MEMCPY_FINDINGS.md:1
10b48277	in-func	10b47d89	2396	6	28	globlopt.c	in-anchor	-	-	unknown	-	1	whitebox/WB_MEMCPY_FINDINGS.md:1
10b48290	in-func	10b47d89	2396	6	28	globlopt.c	in-anchor	-	-	unknown	-	1	whitebox/WB_MEMCPY_FINDINGS.md:1
10b482af	in-func	10b47d89	2396	6	28	globlopt.c	in-anchor	-	-	unknown	-	1	whitebox/WB_MEMCPY_FINDINGS.md:1
10b482b8	in-func	10b47d89	2396	6	28	globlopt.c	in-anchor	-	-	unknown	-	1	whitebox/WB_MEMCPY_FINDINGS.md:1
10b482ba	in-func	10b47d89	2396	6	28	globlopt.c	in-anchor	-	-	unknown	-	5	whitebox/WB_MEMCPY_FINDINGS.md:2,BOARD.md:1,rungs/2026-08-08-wb-memcpy.md:1,whitebox/DISCLOSURE.md:1
10b48c3f	in-func	10b48c00	505	1	14	globlopt.c	in-anchor	-	-	unknown	-	1	whitebox/WB_LOOP_PREREG.md:1
10b4a139	in-func	10b49c3b	1623	1	38	globlopt.c	in-anchor	-	-	unknown	-	1	whitebox/WB_LOOP_PREREG.md:1
10b4a726	func-entry	10b4a726	922	1	23	globlopt.c	in-anchor	-	-	unknown	-	2	whitebox/WB_LOOP_FINDINGS.md:1,whitebox/WB_MEMCPY_FINDINGS.md:1
10b4aab6	in-func	10b4a726	922	1	23	globlopt.c	in-anchor	-	-	unknown	-	1	whitebox/WB_LOOP_PREREG.md:1
10b54848	func-entry	10b54848	188	3	9	globopt.c	gap	regalloc	P_REGALLOC.md	unknown	-	7	whitebox/WB_LIVE_FINDINGS.md:4,rungs/2026-08-13-wb-live.md:2,BOARD.md:1
10b54904	func-entry	10b54904	177	5	8	globopt.c	gap	regalloc	P_REGALLOC.md	unknown	-	8	whitebox/WB_LIVE_FINDINGS.md:5,rungs/2026-08-13-wb-live.md:2,BOARD.md:1
10b549b5	func-entry	10b549b5	38	2	1	globopt.c	gap	-	-	unknown	-	6	whitebox/WB_LIVE_FINDINGS.md:4,BOARD.md:1,rungs/2026-08-13-wb-live.md:1
10b54c07	func-entry	10b54c07	222	1	5	globopt.c	gap	-	-	unknown	-	1	whitebox/WB_LIVE_FINDINGS.md:1
10b54d32	func-entry	10b54d32	130	6	5	globopt.c	gap	regalloc	P_REGALLOC.md	unknown	-	17	whitebox/WB_LIVE_FINDINGS.md:7,BOARD.md:5,rungs/2026-08-13-wb-live.md:2,whitebox/WB_ITEMF_FINDINGS.md:2,whitebox/WB_DAGORDER2_FINDINGS.md:1
10b55732	func-entry	10b55732	1676	1	18	globopt.c	gap	regalloc	P_REGALLOC.md	unknown	-	16	BOARD.md:3,whitebox/WB_ITEMF_FINDINGS.md:3,whitebox/WB_LIVE_FINDINGS.md:3,rungs/2026-08-13-wb-live.md:2,rungs/2026-08-15-itemfprice.md:2,CEILING.md:1
10b55dbe	func-entry	10b55dbe	240	1	5	globopt.c	gap	-	-	unknown	-	1	whitebox/WB_LIVE_FINDINGS.md:1
10b55eae	func-entry	10b55eae	1468	1	18	globregs.c	in-anchor	regalloc	P_REGALLOC.md	medium	live-sets: globregs.c body: walks the block chain off [param_1+8], clears and rebuilds the bitsets at block fields +0x0c/+0x0d/+0x11/+0x12/+0x13/+0x0f, and iterates a set with 10b27290 mapping each member through the vector at param_2 to...	5	whitebox/WB_CHOOSER_FINDINGS.md:2,BOARD.md:1,rungs/2026-08-08-wb-chooser.md:1,whitebox/WB_REGALLOC_FINDINGS.md:1
10b5673e	func-entry	10b5673e	369	1	9	globregs.c	gap	regalloc	P_REGALLOC.md	unknown	-	1	whitebox/WB_LIVE_FINDINGS.md:1
10b57633	func-entry	10b57633	541	1	31	globregs.c	gap	regalloc	P_REGALLOC.md	unknown	-	8	BOARD.md:2,whitebox/WB_DAGORDER_FINDINGS.md:2,whitebox/WB_ITEMF_FINDINGS.md:2,rungs/2026-08-15-itemfprice.md:1,whitebox/WB_DAGORDER2_PREREG.md:1
10b57850	func-entry	10b57850	39	3	0	globregs.c	gap	regalloc	P_REGALLOC.md	unknown	-	1	whitebox/WB_DAGCLIENTS_FINDINGS.md:1
10b5902e	func-entry	10b5902e	99	1	3	globregs.c	gap	regalloc	P_REGALLOC.md	high	section-select: creates .rtc$IMZ / .rtc$TMZ (both kind 4, group "CONST")	0	-
10b5a1fc	func-entry	10b5a1fc	65	2	3	hash.c	in-anchor	-	-	unknown	-	2	whitebox/C2_MAP.md:1,whitebox/PREREG.md:1
10b5a399	func-entry	10b5a399	51	1	0	hash.c	in-anchor	-	-	high	cse-hash: sibling of 10b5a3cc in the same 101-bucket table	1	whitebox/C2_MAP.md:1
10b5a3cc	func-entry	10b5a3cc	51	4	1	hash.c	in-anchor	-	-	high	cse-hash: CSE/value-number hash, % 0x65 (101 buckets) — this is what hash.c actually holds	1	whitebox/C2_MAP.md:1
10b5b1a0	func-entry	10b5b1a0	79	2	2	hash.c	in-anchor	-	-	unknown	-	2	whitebox/C2_MAP.md:1,whitebox/PREREG.md:1
10b5b86d	func-entry	10b5b86d	34	1	0	hash.c	gap	inline	P_INLINE.md	unknown	-	3	whitebox/WB_INLINE_FINDINGS.md:2,BOARD.md:1
10b5c06b	func-entry	10b5c06b	60	5	0	hash.c	gap	inline	P_INLINE.md	unknown	-	5	rungs/2026-08-09-w-mmioclose.md:2,whitebox/WB_INLINE_FINDINGS.md:2,BOARD.md:1
10b5cfd4	func-entry	10b5cfd4	504	1	15	inline.c	in-anchor	inline	P_INLINE.md	unknown	-	1	whitebox/WB_INLINE_FINDINGS.md:1
10b5e4cc	func-entry	10b5e4cc	101	1	3	inline.c	in-anchor	inline	P_INLINE.md	unknown	-	4	whitebox/WB_INLINE_FINDINGS.md:3,BOARD.md:1
10b5e4d1	in-func	10b5e4cc	101	1	3	inline.c	in-anchor	inline	P_INLINE.md	unknown	-	1	whitebox/WB_INLINE_FINDINGS.md:1
10b5e4d7	in-func	10b5e4cc	101	1	3	inline.c	in-anchor	inline	P_INLINE.md	unknown	-	3	whitebox/WB_INLINE_FINDINGS.md:3
10b5e4e8	in-func	10b5e4cc	101	1	3	inline.c	in-anchor	inline	P_INLINE.md	unknown	-	1	whitebox/WB_INLINE_FINDINGS.md:1
10b5e6a5	func-entry	10b5e6a5	768	3	8	inline.c	in-anchor	inline	P_INLINE.md	unknown	-	2	BOARD.md:1,whitebox/WB_INLINE_FINDINGS.md:1
10b5f048	func-entry	10b5f048	633	1	15	inline.c	in-anchor	inline	P_INLINE.md	unknown	-	1	whitebox/WB_INLINE_FINDINGS.md:1
10b5fb5f	func-entry	10b5fb5f	377	3	5	inline.c	gap	inline	P_INLINE.md	unknown	-	3	whitebox/WB_INLINE_FINDINGS.md:3
10b5fcd8	func-entry	10b5fcd8	1038	1	6	inline.c	gap	inline	P_INLINE.md	unknown	-	7	whitebox/WB_INLINE_FINDINGS.md:5,BOARD.md:1,rungs/2026-08-08-wb-inline.md:1
10b5fdfd	in-func	10b5fcd8	1038	1	6	inline.c	gap	inline	P_INLINE.md	unknown	-	5	whitebox/WB_INLINE_FINDINGS.md:3,BOARD.md:1,rungs/2026-08-08-wb-inline.md:1
10b5fe0c	in-func	10b5fcd8	1038	1	6	inline.c	gap	inline	P_INLINE.md	unknown	-	3	whitebox/WB_INLINE_FINDINGS.md:3
10b5fe14	in-func	10b5fcd8	1038	1	6	inline.c	gap	inline	P_INLINE.md	unknown	-	6	whitebox/WB_INLINE_FINDINGS.md:4,BOARD.md:2
10b5fe1e	in-func	10b5fcd8	1038	1	6	inline.c	gap	inline	P_INLINE.md	unknown	-	3	whitebox/WB_INLINE_FINDINGS.md:2,BOARD.md:1
10b600c8	in-func	10b5fcd8	1038	1	6	inline.c	gap	inline	P_INLINE.md	unknown	-	3	whitebox/WB_INLINE_FINDINGS.md:2,BOARD.md:1
10b600e6	func-entry	10b600e6	1062	1	8	inline.c	gap	inline	P_INLINE.md	unknown	-	4	whitebox/WB_INLINE_FINDINGS.md:3,BOARD.md:1
10b60930	func-entry	10b60930	358	1	7	inline.c	gap	inline	P_INLINE.md	unknown	-	4	whitebox/WB_INLINE_FINDINGS.md:3,BOARD.md:1
10b609ae	in-func	10b60930	358	1	7	inline.c	gap	inline	P_INLINE.md	unknown	-	2	whitebox/WB_INLINE_FINDINGS.md:2
10b609bd	in-func	10b60930	358	1	7	inline.c	gap	inline	P_INLINE.md	unknown	-	1	whitebox/WB_INLINE_FINDINGS.md:1
10b609d3	in-func	10b60930	358	1	7	inline.c	gap	inline	P_INLINE.md	unknown	-	3	whitebox/WB_INLINE_FINDINGS.md:2,BOARD.md:1
10b609ee	in-func	10b60930	358	1	7	inline.c	gap	inline	P_INLINE.md	unknown	-	1	whitebox/WB_INLINE_FINDINGS.md:1
10b60a04	in-func	10b60930	358	1	7	inline.c	gap	inline	P_INLINE.md	unknown	-	3	whitebox/WB_INLINE_FINDINGS.md:2,BOARD.md:1
10b60a0e	in-func	10b60930	358	1	7	inline.c	gap	inline	P_INLINE.md	unknown	-	1	whitebox/WB_INLINE_FINDINGS.md:1
10b61d2c	func-entry	10b61d2c	437	1	10	inline.c	gap	inline	P_INLINE.md	unknown	-	1	whitebox/WB_INLINE_FINDINGS.md:1
10b61ee1	func-entry	10b61ee1	539	2	16	inline.c	gap	inline	P_INLINE.md	unknown	-	3	whitebox/WB_INLINE_FINDINGS.md:3
10b620fc	func-entry	10b620fc	814	1	24	inline.c	gap	inline	P_INLINE.md	unknown	-	1	whitebox/WB_INLINE_FINDINGS.md:1
10b6242a	func-entry	10b6242a	587	1	6	inline.c	gap	inline	P_INLINE.md	unknown	-	1	whitebox/WB_INLINE_FINDINGS.md:1
10b6249b	in-func	10b6242a	587	1	6	inline.c	gap	inline	P_INLINE.md	unknown	-	4	whitebox/WB_INLINE_FINDINGS.md:2,BOARD.md:1,rungs/2026-08-08-wb-inline.md:1
10b624a2	in-func	10b6242a	587	1	6	inline.c	gap	inline	P_INLINE.md	unknown	-	3	whitebox/WB_INLINE_FINDINGS.md:3
10b624ae	in-func	10b6242a	587	1	6	inline.c	gap	inline	P_INLINE.md	unknown	-	1	whitebox/WB_INLINE_FINDINGS.md:1
10b624c0	in-func	10b6242a	587	1	6	inline.c	gap	inline	P_INLINE.md	unknown	-	1	whitebox/WB_MEMCPY_FINDINGS.md:1
10b624dc	in-func	10b6242a	587	1	6	inline.c	gap	inline	P_INLINE.md	unknown	-	2	whitebox/WB_MEMCPY_FINDINGS.md:2
10b62675	func-entry	10b62675	464	1	11	inline.c	gap	inline	P_INLINE.md	unknown	-	4	whitebox/WB_INLINE_FINDINGS.md:3,BOARD.md:1
10b626a0	in-func	10b62675	464	1	11	inline.c	gap	inline	P_INLINE.md	unknown	-	1	whitebox/WB_INLINE_FINDINGS.md:1
10b626d8	in-func	10b62675	464	1	11	inline.c	gap	inline	P_INLINE.md	unknown	-	2	whitebox/WB_INLINE_FINDINGS.md:2
10b626f4	in-func	10b62675	464	1	11	inline.c	gap	inline	P_INLINE.md	unknown	-	5	whitebox/WB_INLINE_FINDINGS.md:3,BOARD.md:1,rungs/2026-08-08-wb-inline.md:1
10b626fb	in-func	10b62675	464	1	11	inline.c	gap	inline	P_INLINE.md	unknown	-	1	whitebox/WB_INLINE_FINDINGS.md:1
10b62708	in-func	10b62675	464	1	11	inline.c	gap	inline	P_INLINE.md	unknown	-	1	whitebox/WB_INLINE_FINDINGS.md:1
10b62710	in-func	10b62675	464	1	11	inline.c	gap	inline	P_INLINE.md	unknown	-	3	whitebox/WB_INLINE_FINDINGS.md:2,BOARD.md:1
10b6276a	in-func	10b62675	464	1	11	inline.c	gap	inline	P_INLINE.md	unknown	-	1	whitebox/WB_INLINE_FINDINGS.md:1
10b62845	func-entry	10b62845	26	4	0	inline.c	gap	inline	P_INLINE.md	unknown	-	1	whitebox/WB_INLINE_FINDINGS.md:1
10b629af	func-entry	10b629af	187	2	0	inline.c	gap	inline	P_INLINE.md	unknown	-	1	whitebox/WB_DAGORDER_FINDINGS.md:1
10b699a8	func-entry	10b699a8	369	43	6	inline.c	gap	inline	P_INLINE.md	unknown	-	1	whitebox/WB_MEMCPY_FINDINGS.md:1
10b6fedd	func-entry	10b6fedd	181	2	1	inline.c	gap	inline	P_INLINE.md	high	stall-listing: the /QXSTALLS stall-summary writer; with 10b71d8f it is the ONLY consumer of the stall-reason table at 10b12af8..10b12bd4, so the stall model is listing-only and does not reorder anything	2	BOARD.md:1,whitebox/WB_REGALLOC_FINDINGS.md:1
10b709b8	func-entry	10b709b8	421	1	5	list.c	in-anchor	-	-	unknown	-	2	whitebox/PREREG.md:1,whitebox/WB_REGALLOC_FINDINGS.md:1
10b70e57	func-entry	10b70e57	447	1	3	list.c	in-anchor	-	-	high	listing-writer: "Function compile flags:" line, p2/list.c	2	whitebox/C2_MAP.md:1,whitebox/PREREG.md:1
10b71324	func-entry	10b71324	198	0	5	list.c	in-anchor	-	-	unknown	-	2	whitebox/C2_MAP.md:1,whitebox/PREREG.md:1
10b71933	func-entry	10b71933	362	0	11	list.c	in-anchor	-	-	unknown	-	1	whitebox/PREREG.md:1
10b71d8f	func-entry	10b71d8f	2311	1	28	list.c	gap	-	-	high	listing-writer|listing: /QXSTALLS comment block	12	BOARD.md:4,whitebox/WB_DAGCLIENTS_FINDINGS.md:2,whitebox/C2_MAP.md:1,whitebox/PREREG.md:1,whitebox/WB_DAGCLIENTS_PREREG.md:1,whitebox/WB_DAGORDER_FINDINGS.md:1
10b72c0a	func-entry	10b72c0a	193	1	7	list.c	gap	-	-	high	il-emit|section-select: copies an IL file verbatim into COFF section .cil$<suffix>	0	-
10b73923	func-entry	10b73923	805	1	18	ltcg.c	in-anchor	-	-	high	il-open: LTCG bundle reader: gl, in, ex, sy, then db when -Zi or -typedil	0	-
10b73ae0	in-func	10b73923	805	1	18	ltcg.c	in-anchor	-	-	high	il-open	1	rungs/_2026-08-04-w-db-findings.md:1
10b73bb7	in-func	10b73923	805	1	18	ltcg.c	in-anchor	-	-	high	il-open	2	rungs/_2026-08-04-w-db-findings.md:1,rungs/_2026-08-04-w-db-prereg.md:1
10b73bd3	in-func	10b73923	805	1	18	ltcg.c	in-anchor	-	-	high	il-open	2	rungs/_2026-08-04-w-db-findings.md:1,rungs/_2026-08-04-w-db-prereg.md:1
10b743b2	func-entry	10b743b2	518	2	6	ltcg.c	gap	-	-	high	il-open: mmap cache keyed on (path,off,len), LRU list at DAT_10c3cbe0	0	-
10b745b8	func-entry	10b745b8	211	1	4	ltcg.c	gap	-	-	high	il-open: windowed remap, 8 slots, granularity-aligned offsets	0	-
10b75000	in-func	10b74fe2	206	2	0	ltcg.c	gap	-	-	unknown	-	2	whitebox/WB_LOOP_FINDINGS.md:1,whitebox/WB_LOOP_PREREG.md:1
10b75e1e	func-entry	10b75e1e	71	2	1	lur.c	in-anchor	-	-	unknown	-	2	whitebox/WB_LOOP_FINDINGS.md:2
10b75e5b	in-func	10b75e1e	71	2	1	lur.c	in-anchor	-	-	unknown	-	1	whitebox/WB_LOOP_PREREG.md:1
10b766d3	in-func	10b765b5	296	2	4	lur.c	in-anchor	-	-	unknown	-	1	whitebox/WB_LOOP_PREREG.md:1
10b77625	in-func	10b77547	271	1	3	lur.c	in-anchor	-	-	unknown	-	1	whitebox/WB_LOOP_PREREG.md:1
10b7abd5	func-entry	10b7abd5	307	1	6	lur.c	in-anchor	-	-	unknown	-	2	whitebox/WB_LOOP_FINDINGS.md:2
10b7acb4	in-func	10b7abd5	307	1	6	lur.c	in-anchor	-	-	unknown	-	1	whitebox/WB_LOOP_PREREG.md:1
10b7b000	in-func	10b7aeab	603	1	8	lur.c	gap	-	-	unknown	-	2	whitebox/WB_LOOP_FINDINGS.md:1,whitebox/WB_LOOP_PREREG.md:1
10b7d85e	func-entry	10b7d85e	920	1	28	lur.c	gap	dag	P_DAG.md	unknown	-	2	whitebox/WB_REGALLOC_FINDINGS.md:2
10b7dbf6	func-entry	10b7dbf6	91	1	5	lur.c	gap	-	-	unknown	-	2	whitebox/WB_DAGCLIENTS_FINDINGS.md:1,whitebox/WB_ITEMF_FINDINGS.md:1
10b7dc51	func-entry	10b7dc51	219	1	5	lur.c	gap	dag	P_DAG.md	unknown	-	33	whitebox/WB_ITEMF_FINDINGS.md:8,rungs/2026-08-15-itemfprice.md:7,BOARD.md:5,whitebox/WB_DAGORDER_FINDINGS.md:3,CEILING.md:2,CFG_SHAPE.md:1
10b7dd2c	func-entry	10b7dd2c	211	1	9	lur.c	gap	-	-	medium	emit.pass.pipeline: A pass-pipeline driver: FUN_10bc6487, then the peephole 0x10c182b4 (gated), then 0x10bd1068, 0x10c113f3, 0x10c2764e, 0x10c2226b. The pass ORDER around register allocation was not established by this lane	22	BOARD.md:4,whitebox/WB_ITEMF_FINDINGS.md:4,rungs/2026-08-15-itemfprice.md:3,whitebox/WB_SELECT_FINDINGS_R2.md:3,whitebox/WB_SELECT_RECONCILED.md:2,whitebox/WB_TABLES_FINDINGS.md:2
10b7ddff	func-entry	10b7ddff	75	1	4	lur.c	gap	-	-	unknown	-	12	whitebox/WB_ITEMF_FINDINGS.md:4,rungs/2026-08-15-itemfprice.md:3,whitebox/WB_DAGCLIENTS_FINDINGS.md:2,BOARD.md:1,CEILING.md:1,CFG_SHAPE.md:1
10b7de4a	func-entry	10b7de4a	139	1	5	lur.c	gap	-	-	unknown	-	11	whitebox/WB_ITEMF_FINDINGS.md:4,rungs/2026-08-15-itemfprice.md:3,BOARD.md:1,CEILING.md:1,CFG_SHAPE.md:1,whitebox/WB_DAGCLIENTS_FINDINGS.md:1
10b7ded5	func-entry	10b7ded5	130	1	6	lur.c	gap	-	-	unknown	-	25	BOARD.md:4,whitebox/WB_DAGCLIENTS_FINDINGS.md:4,CEILING.md:3,whitebox/WB_ITEMF_FINDINGS.md:3,rungs/2026-08-13-dagclients.md:2,whitebox/WB_MERGER4_FINDINGS.md:2
10b7df57	func-entry	10b7df57	219	1	7	lur.c	gap	dag	P_DAG.md	unknown	-	21	BOARD.md:4,whitebox/WB_DAGORDER_FINDINGS.md:4,CEILING.md:2,whitebox/WB_ITEMF_FINDINGS.md:2,CFG_SHAPE.md:1,rungs/2026-08-13-dagclients.md:1
10b7e032	func-entry	10b7e032	225	1	11	lur.c	gap	-	-	unknown	-	6	whitebox/WB_DAGCLIENTS_FINDINGS.md:2,rungs/_2026-08-04-w-db-findings.md:1,rungs/_2026-08-04-w-mark-findings.md:1,rungs/_2026-08-04-w-mark-prereg.md:1,whitebox/WB_ITEMF_FINDINGS.md:1
10b7e113	func-entry	10b7e113	177	4	5	lur.c	gap	-	-	unknown	-	6	whitebox/WB_LABEL_FINDINGS.md:2,whitebox/WB_LABEL_PREREG_R2.md:2,BOARD.md:1,LABEL_COUNTER.md:1
10b7e1c4	func-entry	10b7e1c4	116	5	7	lur.c	gap	-	-	medium	emit-finalize: per-function/module emit teardown; clears DAT_10c472e8	0	-
10b7e238	func-entry	10b7e238	31	1	0	lur.c	gap	-	-	high	argv-parse: next-argv callback; decrements 0x10c46324, advances 0x10c46320	0	-
10b7e276	func-entry	10b7e276	99	2	4	lur.c	gap	-	-	high	il-open: suffix -> wide -> FUN_10c20038, or FUN_10b98fc4 when paged	4	rungs/_2026-08-04-w-db-findings.md:1,rungs/_2026-08-04-w-db-prereg.md:1,rungs/_2026-08-04-w-mark-findings.md:1,rungs/_2026-08-04-w-mark-prereg.md:1
10b7e4f0	func-entry	10b7e4f0	251	1	10	main.c	gap	-	-	high	argv-parse: stores argv/argc into 0x10c46320/0x10c46324, reads %MSC_CMD_FLAGS%, calls 0x10b848dc	0	-
10b7e6af	func-entry	10b7e6af	106	1	9	main.c	gap	dag	P_DAG.md	unknown	-	28	whitebox/WB_ITEMF_FINDINGS.md:6,rungs/2026-08-15-itemfprice.md:5,BOARD.md:4,whitebox/WB_DAGORDER_FINDINGS.md:3,CEILING.md:2,CFG_SHAPE.md:2
10b7e719	func-entry	10b7e719	464	4	15	main.c	gap	-	-	medium	il-body-reader: returns the function body record or 0	0	-
10b7ef55	func-entry	10b7ef55	171	1	11	main.c	gap	-	-	high	compile-one-function: reads the body from the IL and compiles it; called from the walk loop	3	rungs/_2026-08-04-w-mark-findings.md:1,rungs/_2026-08-04-w-mark-prereg.md:1,whitebox/WB_REGALLOC_FINDINGS.md:1
10b7f021	in-func	10b7f000	34	1	1	main.c	gap	-	-	unknown	-	2	BOARD.md:1,whitebox/C2_MAP.md:1
10b7f022	func-entry	10b7f022	477	0	0	main.c	gap	-	-	unknown	-	16	BOARD.md:4,rungs/2026-08-18-c2map2.md:3,rungs/_2026-08-04-w-mark-findings.md:2,rungs/_2026-08-04-w-mark-prereg.md:2,whitebox/C2_MAP.md:2,rungs/_2026-08-04-w-db-findings.md:1
10b7f026	in-func	10b7f022	477	0	0	main.c	gap	-	-	unknown	-	2	rungs/_2026-08-04-w-mark-findings.md:1,rungs/_2026-08-04-w-mark-prereg.md:1
10b7f09d	in-func	10b7f022	477	0	0	main.c	gap	-	-	unknown	-	2	rungs/_2026-08-04-w-mark-findings.md:1,rungs/_2026-08-04-w-mark-prereg.md:1
10b7f0a2	in-func	10b7f022	477	0	0	main.c	gap	-	-	unknown	-	2	rungs/_2026-08-04-w-mark-findings.md:1,rungs/_2026-08-04-w-mark-prereg.md:1
10b7f0b5	in-func	10b7f022	477	0	0	main.c	gap	-	-	unknown	-	4	rungs/_2026-08-04-w-skip-findings.md:2,BOARD.md:1,rungs/_2026-08-04-w-skip-prereg.md:1
10b7f0d2	in-func	10b7f022	477	0	0	main.c	gap	-	-	unknown	-	4	rungs/_2026-08-04-w-mark-findings.md:1,rungs/_2026-08-04-w-mark-prereg.md:1,rungs/_2026-08-04-w-skip-findings.md:1,rungs/_2026-08-04-w-skip-prereg.md:1
10b7f15f	in-func	10b7f022	477	0	0	main.c	gap	-	-	high	emit-walk: loop over DAT_10c4630c selecting bodies to compile+emit	19	rungs/_2026-08-04-w-mark-findings.md:3,BOARD.md:2,rungs/_2026-08-04-w-mark-prereg.md:2,rungs/_2026-08-04-w-skip-findings.md:2,rungs/_2026-08-04-w-skip-prereg.md:2,whitebox/C2_MAP.md:2
10b7f16b	in-func	10b7f022	477	0	0	main.c	gap	-	-	high	emit-predicate: test [sym+0x4c],0x20 && !0x2 — the emit-set predicate	4	rungs/_2026-08-04-w-refs-findings.md:1,rungs/_2026-08-04-w-roots-findings.md:1,rungs/_2026-08-04-w-roots-prereg.md:1,whitebox/C2_MAP.md:1
10b7f16e	in-func	10b7f022	477	0	0	main.c	gap	-	-	high	gl/emit: test dl,0x20 = EMIT bit; clearing it in the IL removes exactly that function from the obj	1	whitebox/C2_MAP.md:1
10b7f171	in-func	10b7f022	477	0	0	main.c	gap	-	-	unknown	-	1	whitebox/C2_MAP.md:1
10b7f173	in-func	10b7f022	477	0	0	main.c	gap	-	-	high	gl/emit: test dl,0x02 = suppress bit; setting it in the IL is equivalent to clearing 0x20	1	whitebox/C2_MAP.md:1
10b7f176	in-func	10b7f022	477	0	0	main.c	gap	-	-	unknown	-	1	whitebox/C2_MAP.md:1
10b7f178	in-func	10b7f022	477	0	0	main.c	gap	-	-	unknown	-	1	whitebox/C2_MAP.md:1
10b7f186	in-func	10b7f022	477	0	0	main.c	gap	-	-	unknown	-	3	rungs/_2026-08-04-w-mark-findings.md:2,rungs/_2026-08-04-w-mark-prereg.md:1
10b7f199	in-func	10b7f022	477	0	0	main.c	gap	-	-	unknown	-	8	rungs/_2026-08-04-w-roots-findings.md:2,rungs/_2026-08-04-w-skip-findings.md:2,rungs/_2026-08-04-w-mark-findings.md:1,rungs/_2026-08-04-w-mark-prereg.md:1,rungs/_2026-08-04-w-skip-prereg.md:1,whitebox/C2_MAP.md:1
10b7f1c5	in-func	10b7f022	477	0	0	main.c	gap	-	-	unknown	-	2	rungs/_2026-08-04-w-mark-findings.md:1,rungs/_2026-08-04-w-mark-prereg.md:1
10b7f1e5	in-func	10b7f022	477	0	0	main.c	gap	-	-	unknown	-	8	rungs/_2026-08-04-w-mark-findings.md:3,rungs/_2026-08-04-w-skip-findings.md:2,BOARD.md:1,rungs/_2026-08-04-w-mark-prereg.md:1,rungs/_2026-08-04-w-skip-prereg.md:1
10b7f1fe	in-func	10b7f022	477	0	0	main.c	gap	-	-	unknown	-	1	BOARD.md:1
10b7f1ff	func-entry	10b7f1ff	837	1	30	main.c	gap	-	-	high	obj-driver|il-open: top-level compile-all driver, p2/main.c; from _InvokeCompilerPass@12 via 10b7f3e7/10b7f3b6	11	whitebox/C2_MAP.md:5,rungs/2026-08-18-c2map2.md:3,BOARD.md:2,whitebox/BOARD_PROPOSED.md:1
10b7f2e0	in-func	10b7f1ff	837	1	30	main.c	gap	-	-	high	il-open	2	rungs/_2026-08-04-w-mark-findings.md:1,rungs/_2026-08-04-w-mark-prereg.md:1
10b7f311	in-func	10b7f1ff	837	1	30	main.c	gap	-	-	high	il-open	2	rungs/_2026-08-04-w-mark-findings.md:1,rungs/_2026-08-04-w-mark-prereg.md:1
10b7f362	in-func	10b7f1ff	837	1	30	main.c	gap	-	-	high	il-open	3	BOARD.md:1,rungs/2026-08-18-c2map2.md:1,whitebox/C2_MAP.md:1
10b7f3b6	func-entry	10b7f3b6	49	1	5	main.c	gap	-	-	high	entry: p2 main: argv latch, phase sequence; returns *0x10c2ea8c	1	whitebox/C2_MAP.md:1
10b7f3e7	func-entry	10b7f3e7	13	3	1	main.c	gap	-	-	high	entry: p2 main trampoline -> 0x10b7f3b6	1	whitebox/C2_MAP.md:1
10b7f3f4	func-entry	10b7f3f4	272	1	3	misc.c	in-anchor	-	-	unknown	-	1	whitebox/WB_LOOP_FINDINGS.md:1
10b805b3	func-entry	10b805b3	166	2	5	misc.c	in-anchor	section	P_SECTION.md	high	section-select: SetInitialData: sym[0x20]|=0x180, sym[0x1c]=cb, memcpy of the bytes	1	whitebox/C2_MAP.md:1
10b8070c	func-entry	10b8070c	51	1	1	misc.c	in-anchor	-	-	unknown	-	1	rungs/_2026-08-04-w-mark-findings.md:1
10b813f1	func-entry	10b813f1	511	3	7	misc.c	in-anchor	-	-	unknown	emit.ifconv.site: The caller of the profitability gate FUN_10c1b315, in p2\misc.c. Two obj results are unexplained at this site: run 2's 8 d_if_* cells and this lane's r5_bias1, where a result constant that does not fit SI16 kept its bra...	8	BOARD.md:2,rungs/2026-08-09-wb-tables.md:2,whitebox/WB_SELECT_FINDINGS.md:2,whitebox/WB_TABLES_FINDINGS.md:2
10b8238d	in-func	10b82338	374	1	1	misc.c	in-anchor	-	-	unknown	-	4	whitebox/WB_MEMCPY_FINDINGS.md:2,BOARD.md:1,whitebox/WB_INLINE_FINDINGS.md:1
10b82390	in-func	10b82338	374	1	1	misc.c	in-anchor	-	-	unknown	-	1	whitebox/WB_MEMCPY_FINDINGS.md:1
