# DISASSEMBLY-DERIVED (tier 2: addresses, tu, label, hop;
# tier 1: the 53 file names, the string TEXT, the import names).
# GENERATED by docs/whitebox/scripts/build_funcs.py -- do not hand-edit.
# ONE ROW PER FUNCTION IN THE IMAGE -- the complement of ADDR.tsv,
# which has a row only for an address already cited or labelled.
# Every addr is an absolute VA in c2.dll sha256 c80981c015166effecc71ad8112d5577a065b2300891dfdb02b9c13787a66258.
# NAVIGATION ONLY.  Nothing here may enter crates/ without a
# docs/whitebox/DISCLOSURE.md row naming the address.
# cover:   paged > labelled > cited > none
# conf:    a hand label's own confidence, else `mech` -- WEAKER than [R].
#          [R] says the instructions were read correctly; `mech` says only
#          that these tables join here.
# tu_conf: in-anchor (a fact) | gap (a hypothesis, C2_MAP.md 3.1)
#          no-ice-site (a TU the partition cannot see) | n/a
# hop:     undirected call-graph distance to the nearest paged/labelled
#          function; 0 = itself, >6 prints as `6+`, `-` = unreachable.
addr	size	kind	tu	tu_conf	subsys	page	cover	conf	label	ncallers	ncallees	hop	nstr	strings	nimp	imports
10b42aab	86	ghidra	globdf.c	gap	-	-	none	mech	-	3	5	2	0	-	0	-
10b42b01	51	ghidra	globdf.c	gap	-	-	none	mech	-	1	0	2	0	-	0	-
10b42b34	85	ghidra	globdf.c	gap	-	-	none	mech	-	1	1	2	0	-	0	-
10b42b89	47	ghidra	globdf.c	gap	-	-	none	mech	-	1	0	3	0	-	0	-
10b42bb8	433	ghidra	globdf.c	gap	-	-	none	mech	-	1	1	2	0	-	0	-
10b42d69	82	ghidra	globdf.c	gap	-	-	none	mech	-	2	3	2	0	-	0	-
10b42dbb	58	ghidra	globdf.c	gap	-	-	none	mech	-	3	3	2	0	-	0	-
10b42df5	49	ghidra	globdf.c	gap	-	-	none	mech	-	6	2	2	0	-	0	-
10b42e26	181	ghidra	globdf.c	gap	-	-	none	mech	-	2	5	2	0	-	0	-
10b42edb	43	ghidra	globdf.c	gap	-	-	none	mech	-	2	1	2	0	-	0	-
10b42f06	32	ghidra	globdf.c	gap	-	-	none	mech	-	11	1	2	0	-	0	-
10b42f26	42	ghidra	globdf.c	gap	-	-	none	mech	-	1	2	2	0	-	0	-
10b42f50	43	ghidra	globdf.c	gap	-	-	none	mech	-	2	1	2	0	-	0	-
10b42f7b	32	ghidra	globdf.c	gap	-	-	none	mech	-	4	1	2	0	-	0	-
10b42f9b	42	ghidra	globdf.c	gap	-	-	none	mech	-	1	2	2	0	-	0	-
10b42fc5	303	ghidra	globdf.c	gap	-	-	none	mech	-	1	8	1	0	-	0	-
10b430f4	600	ghidra	globdf.c	gap	-	-	none	mech	-	1	9	1	0	-	0	-
10b4334c	330	ghidra	globdf.c	gap	-	-	none	mech	-	1	9	1	0	-	0	-
10b43496	150	ghidra	globdf.c	gap	-	-	none	mech	-	1	7	2	0	-	0	-
10b4352c	347	ghidra	globdf.c	gap	-	-	none	mech	-	2	10	2	0	-	0	-
10b43687	258	ghidra	globdf.c	gap	-	-	none	mech	-	1	3	2	0	-	0	-
10b43789	476	ghidra	globdf.c	gap	-	-	none	mech	-	1	13	2	0	-	0	-
10b43965	533	ghidra	globdf.c	gap	-	-	none	mech	-	1	13	1	0	-	0	-
10b43b7a	435	ghidra	globdf.c	gap	-	-	none	mech	-	1	2	2	0	-	0	-
10b43d2d	48	ghidra	globdf.c	gap	-	-	none	mech	-	2	1	3	0	-	0	-
10b43d5d	51	ghidra	globdf.c	gap	-	-	none	mech	-	2	2	2	0	-	0	-
10b43d90	56	ghidra	globdf.c	gap	-	-	none	mech	-	1	1	2	0	-	0	-
10b43dc8	39	ghidra	globdf.c	gap	-	-	none	mech	-	1	0	3	0	-	0	-
10b43def	489	ghidra	globdf.c	gap	-	-	none	mech	-	1	12	2	0	-	0	-
10b43fd8	89	ghidra	globdf.c	gap	-	-	none	mech	-	4	1	2	0	-	0	-
10b44031	91	ghidra	globdf.c	gap	-	-	none	mech	-	2	4	1	0	-	0	-
10b4408c	587	ghidra	globdf.c	gap	-	-	none	mech	-	1	16	2	0	-	0	-
10b442d7	173	ghidra	globdf.c	gap	-	-	none	mech	-	1	5	1	0	-	0	-
10b44384	66	ghidra	globdf.c	gap	-	-	none	mech	-	1	2	3	0	-	0	-
10b443c6	28	ghidra	globdf.c	gap	-	-	none	mech	-	1	1	3	0	-	0	-
10b443e2	129	ghidra	globdf.c	gap	-	-	none	mech	-	1	4	1	0	-	0	-
10b44463	271	ghidra	globdf.c	gap	-	-	none	mech	-	1	3	2	0	-	0	-
10b44572	68	ghidra	globdf.c	gap	-	-	none	mech	-	1	2	2	0	-	0	-
10b445b6	244	ghidra	globdf.c	gap	-	-	none	mech	-	1	1	2	0	-	0	-
10b446aa	188	ghidra	globdf.c	gap	-	-	none	mech	-	1	4	2	0	-	0	-
10b44766	94	ghidra	globdf.c	gap	-	-	none	mech	-	1	1	3	0	-	0	-
10b447c4	95	ghidra	globdf.c	gap	-	-	none	mech	-	3	6	1	0	-	0	-
10b44823	112	ghidra	globdf.c	gap	-	-	none	mech	-	1	6	1	0	-	0	-
10b44893	50	ghidra	globdf.c	gap	-	-	none	mech	-	1	3	3	0	-	0	-
10b448c5	22	ghidra	globdf.c	gap	-	-	none	mech	-	1	1	2	0	-	0	-
10b448db	786	ghidra	globdf.c	gap	-	-	none	mech	-	1	15	1	0	-	0	-
10b44bed	83	ghidra	globdf.c	gap	-	-	none	mech	-	1	3	2	0	-	0	-
10b44c40	44	ghidra	globdf.c	gap	-	-	none	mech	-	1	1	2	0	-	0	-
10b44c6c	29	ghidra	globdf.c	gap	-	-	none	mech	-	3	2	3	0	-	0	-
10b44c89	459	ghidra	globdf.c	gap	-	-	none	mech	-	1	10	2	0	-	0	-
10b44e54	277	ghidra	globdf.c	gap	-	-	none	mech	-	1	8	2	0	-	0	-
10b44f69	221	ghidra	globdf.c	gap	-	-	none	mech	-	3	3	2	0	-	0	-
10b45046	132	ghidra	globdf.c	gap	-	-	none	mech	-	2	5	2	0	-	0	-
10b450ca	286	ghidra	globdf.c	gap	-	-	none	mech	-	4	6	1	0	-	0	-
10b451e8	859	ghidra	globdf.c	gap	-	-	none	mech	-	7	13	1	0	-	0	-
10b45543	279	ghidra	globdf.c	gap	-	-	none	mech	-	1	2	2	0	-	0	-
10b4565a	1046	ghidra	globlopt.c	in-anchor	-	-	cited	mech	-	1	15	2	1	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\gl…	0	-
10b45a70	112	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	2	5	3	0	-	0	-
10b45ae0	301	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	2	7	1	0	-	0	-
10b45c0d	56	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	2	2	2	0	-	0	-
10b45c45	546	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	1	15	1	0	-	0	-
10b45e67	255	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	1	5	2	0	-	0	-
10b45f66	217	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	1	6	2	0	-	0	-
10b4603f	374	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	3	8	1	0	-	0	-
10b461b5	1869	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	1	14	2	0	-	0	-
10b46902	172	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	1	5	2	0	-	0	-
10b469ae	234	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	6	12	1	0	-	0	-
10b46a98	732	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	1	16	2	0	-	0	-
10b46d74	2261	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	1	34	1	0	-	0	-
10b47649	243	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	2	8	1	0	-	0	-
10b4773c	281	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	2	11	2	0	-	0	-
10b47855	543	ghidra	globlopt.c	in-anchor	-	-	cited	mech	-	2	9	2	1	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\gl…	0	-
10b47a74	130	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	1	3	2	0	-	0	-
10b47af6	71	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	2	3	2	0	-	0	-
10b47b3d	67	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	1	3	2	0	-	0	-
10b47b80	521	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	2	10	1	0	-	0	-
10b47d89	2396	ghidra	globlopt.c	in-anchor	-	-	cited	mech	-	6	28	1	0	-	0	-
10b486e5	631	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	1	32	1	0	-	0	-
10b4895c	106	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	2	2	2	0	-	0	-
10b489c6	526	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	2	7	2	0	-	0	-
10b48bd4	44	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	1	2	2	0	-	0	-
10b48c00	505	ghidra	globlopt.c	in-anchor	-	-	cited	mech	-	1	14	2	1	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\gl…	0	-
10b48df9	350	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	1	7	2	0	-	0	-
10b48f57	263	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	1	11	2	0	-	0	-
10b4905e	1468	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	1	20	2	0	-	0	-
10b4961a	251	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	1	5	2	0	-	0	-
10b49715	1318	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	1	20	2	0	-	0	-
10b49c3b	1623	ghidra	globlopt.c	in-anchor	-	-	cited	mech	-	1	38	1	1	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\gl…	0	-
10b4a292	665	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	1	14	2	0	-	0	-
10b4a52b	420	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	1	16	1	0	-	0	-
10b4a6cf	87	ghidra	globlopt.c	in-anchor	-	-	none	mech	-	1	1	3	0	-	0	-
10b4a726	922	ghidra	globlopt.c	in-anchor	-	-	cited	mech	-	1	23	2	1	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\gl…	0	-
10b4aac1	341	ghidra	globlopt.c	gap	-	-	none	mech	-	1	13	2	0	-	0	-
10b4ac16	385	ghidra	globlopt.c	gap	-	-	none	mech	-	1	26	2	0	-	0	-
10b4ad97	93	ghidra	globlopt.c	gap	-	-	none	mech	-	1	2	2	0	-	0	-
10b4adf4	95	ghidra	globlopt.c	gap	-	-	none	mech	-	2	1	2	0	-	0	-
10b4ae53	137	ghidra	globlopt.c	gap	-	-	none	mech	-	1	6	2	0	-	0	-
10b4aedc	62	ghidra	globlopt.c	gap	-	-	none	mech	-	1	2	2	0	-	0	-
10b4af1a	13	ghidra	globlopt.c	gap	-	-	none	mech	-	1	1	2	0	-	0	-
10b4af27	50	ghidra	globlopt.c	gap	-	-	none	mech	-	1	1	2	0	-	0	-
10b4af59	16	ghidra	globlopt.c	gap	-	-	none	mech	-	7	1	2	0	-	0	-
10b4af69	16	ghidra	globlopt.c	gap	-	-	none	mech	-	7	1	2	0	-	0	-
10b4af79	41	ghidra	globlopt.c	gap	-	-	none	mech	-	14	1	2	0	-	0	-
10b4afa2	33	ghidra	globlopt.c	gap	-	-	none	mech	-	8	0	2	0	-	0	-
10b4afc3	40	ghidra	globlopt.c	gap	-	-	none	mech	-	9	0	1	0	-	0	-
10b4afeb	35	ghidra	globlopt.c	gap	-	-	none	mech	-	6	0	2	0	-	0	-
10b4b00e	16	ghidra	globlopt.c	gap	-	-	none	mech	-	5	1	2	0	-	0	-
10b4b01e	27	ghidra	globlopt.c	gap	-	-	none	mech	-	2	1	2	0	-	0	-
10b4b039	16	ghidra	globlopt.c	gap	-	-	none	mech	-	3	1	2	0	-	0	-
10b4b049	16	ghidra	globlopt.c	gap	-	-	none	mech	-	7	1	2	0	-	0	-
10b4b059	27	ghidra	globlopt.c	gap	-	-	none	mech	-	3	1	2	0	-	0	-
10b4b074	16	ghidra	globlopt.c	gap	-	-	none	mech	-	6	1	2	0	-	0	-
10b4b084	28	ghidra	globlopt.c	gap	-	-	none	mech	-	1	0	4	0	-	0	-
10b4b0a0	15	ghidra	globlopt.c	gap	-	-	none	mech	-	1	0	3	0	-	0	-
10b4b0af	12	ghidra	globlopt.c	gap	-	-	none	mech	-	2	0	2	0	-	0	-
10b4b0bb	2	thunk	globlopt.c	gap	-	-	none	high	thunk	3	0	3	0	-	0	-
10b4b0c4	17	ghidra	globlopt.c	gap	-	-	none	mech	-	0	0	-	0	-	0	-
10b4b0ce	192	ghidra	globlopt.c	gap	-	-	none	mech	-	3	1	2	0	-	0	-
10b4b18e	51	ghidra	globlopt.c	gap	-	-	none	mech	-	2	2	2	0	-	0	-
10b4b1c1	142	ghidra	globlopt.c	gap	-	-	none	mech	-	1	3	1	0	-	0	-
10b4b24f	146	ghidra	globlopt.c	gap	-	-	none	mech	-	1	0	2	0	-	0	-
10b4b2e1	116	ghidra	globlopt.c	gap	-	-	none	mech	-	2	3	2	0	-	0	-
10b4b355	73	ghidra	globlopt.c	gap	-	-	none	mech	-	1	1	2	0	-	0	-
10b4b39e	513	ghidra	globlopt.c	gap	-	-	none	mech	-	1	7	2	0	-	0	-
10b4b59f	245	ghidra	globlopt.c	gap	-	-	none	mech	-	1	6	2	0	-	0	-
10b4b694	267	ghidra	globlopt.c	gap	-	-	none	mech	-	1	6	2	0	-	0	-
10b4b79f	95	ghidra	globlopt.c	gap	-	-	none	mech	-	0	1	3	0	-	0	-
10b4b7fe	292	ghidra	globlopt.c	gap	-	-	none	mech	-	1	8	2	0	-	0	-
10b4b922	88	ghidra	globlopt.c	gap	-	-	none	mech	-	8	2	2	0	-	0	-
10b4b97a	72	ghidra	globlopt.c	gap	-	-	none	mech	-	1	1	3	0	-	0	-
10b4b9c2	77	ghidra	globlopt.c	gap	-	-	none	mech	-	1	0	2	0	-	0	-
10b4ba0f	86	ghidra	globlopt.c	gap	-	-	none	mech	-	1	2	2	0	-	0	-
10b4ba65	13	ghidra	globlopt.c	gap	-	-	none	mech	-	1	1	3	0	-	0	-
10b4ba72	282	ghidra	globlopt.c	gap	-	-	none	mech	-	1	10	1	0	-	0	-
10b4bb8c	48	ghidra	globlopt.c	gap	-	-	none	mech	-	1	2	2	0	-	0	-
10b4bbbc	46	ghidra	globlopt.c	gap	-	-	none	mech	-	1	2	2	0	-	0	-
10b4bbea	517	ghidra	globlopt.c	gap	-	-	none	mech	-	1	6	2	0	-	0	-
10b4bdef	73	ghidra	globlopt.c	gap	-	-	none	mech	-	2	2	2	0	-	0	-
10b4be38	75	ghidra	globlopt.c	gap	-	-	none	mech	-	1	5	2	0	-	0	-
10b4be83	20	ghidra	globlopt.c	gap	-	-	none	mech	-	1	1	2	0	-	0	-
10b4be97	81	ghidra	globlopt.c	gap	-	-	none	mech	-	1	1	2	0	-	0	-
10b4bee8	19	ghidra	globlopt.c	gap	-	-	none	mech	-	1	0	2	0	-	0	-
10b4befb	397	ghidra	globlopt.c	gap	-	-	none	mech	-	1	6	2	0	-	0	-
10b4c088	62	ghidra	globlopt.c	gap	-	-	none	mech	-	4	2	2	0	-	0	-
10b4c0c6	139	ghidra	globlopt.c	gap	-	-	none	mech	-	2	3	2	0	-	0	-
10b4c151	77	ghidra	globlopt.c	gap	-	-	none	mech	-	2	1	2	0	-	0	-
10b4c19e	533	ghidra	globlopt.c	gap	-	-	none	mech	-	1	10	2	0	-	0	-
10b4c3f7	5	thunk	globlopt.c	gap	-	-	none	high	thunk	3	0	3	0	-	0	-
10b4c3fc	28	ghidra	globlopt.c	gap	-	-	none	mech	-	1	0	2	0	-	0	-
10b4c418	70	ghidra	globlopt.c	gap	-	-	none	mech	-	1	4	1	0	-	0	-
10b4c45e	5	thunk	globlopt.c	gap	-	-	none	high	thunk	2	0	2	0	-	0	-
10b4c463	12	ghidra	globlopt.c	gap	-	-	none	mech	-	5	0	2	0	-	0	-
10b4c46f	18	ghidra	globlopt.c	gap	-	-	none	mech	-	1	1	3	0	-	0	-
10b4c481	43	ghidra	globlopt.c	gap	-	-	none	mech	-	1	2	1	0	-	0	-
10b4c4ac	203	ghidra	globlopt.c	gap	-	-	none	mech	-	3	4	2	0	-	0	-
10b4c577	5	thunk	globlopt.c	gap	-	-	none	high	thunk	2	0	2	0	-	0	-
10b4c57c	37	ghidra	globlopt.c	gap	-	-	none	mech	-	1	1	2	0	-	0	-
10b4c5a1	173	ghidra	globlopt.c	gap	-	-	none	mech	-	2	4	1	0	-	0	-
10b4c64e	31	ghidra	globlopt.c	gap	-	-	none	mech	-	1	1	3	0	-	0	-
10b4c66d	67	ghidra	globlopt.c	gap	-	-	none	mech	-	1	1	1	0	-	0	-
10b4c6b0	114	ghidra	globlopt.c	gap	-	-	none	mech	-	3	0	2	0	-	0	-
10b4c722	64	ghidra	globlopt.c	gap	-	-	none	mech	-	1	2	2	0	-	0	-
10b4c762	793	ghidra	globopt.c	in-anchor	-	-	none	mech	-	5	13	2	1	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\gl…	0	-
10b4ca7b	166	ghidra	globopt.c	in-anchor	-	-	none	mech	-	5	6	2	0	-	0	-
10b4cb21	27	ghidra	globopt.c	in-anchor	-	-	none	mech	-	4	1	2	0	-	0	-
10b4cb3c	33	ghidra	globopt.c	in-anchor	-	-	none	mech	-	8	2	2	0	-	0	-
10b4cb5d	298	ghidra	globopt.c	in-anchor	-	-	none	mech	-	1	2	2	1	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\gl…	0	-
10b4cc87	437	ghidra	globopt.c	in-anchor	-	-	none	mech	-	8	0	2	0	-	0	-
10b4ce3c	30	ghidra	globopt.c	in-anchor	-	-	none	mech	-	6	1	1	0	-	0	-
10b4ce5a	24	ghidra	globopt.c	in-anchor	-	-	none	mech	-	2	1	1	0	-	0	-
10b4ce72	37	ghidra	globopt.c	in-anchor	-	-	none	mech	-	1	2	1	0	-	0	-
10b4ce97	49	ghidra	globopt.c	in-anchor	-	-	none	mech	-	1	2	2	0	-	0	-
10b4cec8	103	ghidra	globopt.c	in-anchor	-	-	none	mech	-	2	3	2	0	-	0	-
10b4cf2f	49	ghidra	globopt.c	in-anchor	-	-	none	mech	-	1	3	2	0	-	0	-
10b4cf60	57	ghidra	globopt.c	in-anchor	-	-	none	mech	-	1	3	2	0	-	0	-
10b4cf99	1096	ghidra	globopt.c	in-anchor	-	-	none	mech	-	1	16	1	0	-	0	-
10b4d3e1	180	ghidra	globopt.c	in-anchor	-	-	none	mech	-	1	1	1	0	-	0	-
10b4d495	820	ghidra	globopt.c	in-anchor	-	-	none	mech	-	2	3	2	0	-	0	-
10b4d7c9	697	ghidra	globopt.c	in-anchor	-	-	none	mech	-	1	15	2	0	-	0	-
10b4da82	280	ghidra	globopt.c	in-anchor	-	-	none	mech	-	2	2	2	0	-	0	-
10b4dbaa	18	ghidra	globopt.c	in-anchor	-	-	none	mech	-	5	1	2	0	-	0	-
10b4dbbc	2753	ghidra	globopt.c	in-anchor	-	-	none	mech	-	1	27	2	0	-	0	-
10b4e6a1	148	ghidra	globopt.c	in-anchor	-	-	none	mech	-	1	6	2	0	-	0	-
10b4e735	188	ghidra	globopt.c	in-anchor	-	-	none	mech	-	5	5	2	0	-	0	-
10b4e7f1	25	ghidra	globopt.c	in-anchor	-	-	none	mech	-	4	2	2	0	-	0	-
10b4e80a	16	ghidra	globopt.c	in-anchor	-	-	none	mech	-	2	1	3	0	-	0	-
10b4e81a	369	ghidra	globopt.c	in-anchor	-	-	none	mech	-	2	6	2	0	-	0	-
10b4e994	855	ghidra	globopt.c	in-anchor	-	-	none	mech	-	1	15	1	0	-	0	-
10b4eceb	422	ghidra	globopt.c	in-anchor	-	-	none	mech	-	1	9	2	0	-	0	-
10b4ee91	129	ghidra	globopt.c	in-anchor	-	-	none	mech	-	1	4	2	0	-	0	-
10b4ef12	231	ghidra	globopt.c	in-anchor	-	-	none	mech	-	2	7	1	0	-	0	-
10b4eff9	205	ghidra	globopt.c	in-anchor	-	-	none	mech	-	3	7	2	0	-	0	-
10b4f0c6	197	ghidra	globopt.c	in-anchor	-	-	none	mech	-	1	3	2	0	-	0	-
10b4f18b	138	ghidra	globopt.c	in-anchor	-	-	none	mech	-	2	3	2	0	-	0	-
10b4f215	13	ghidra	globopt.c	in-anchor	-	-	none	mech	-	1	1	2	0	-	0	-
10b4f222	245	ghidra	globopt.c	in-anchor	-	-	none	mech	-	2	8	1	0	-	0	-
10b4f317	570	ghidra	globopt.c	in-anchor	-	-	none	mech	-	1	16	1	0	-	0	-
10b4f551	354	ghidra	globopt.c	in-anchor	-	-	none	mech	-	1	8	2	0	-	0	-
10b4f6b3	653	ghidra	globopt.c	in-anchor	-	-	none	mech	-	1	9	2	0	-	0	-
10b4f940	84	ghidra	globopt.c	in-anchor	-	-	none	mech	-	2	2	2	0	-	0	-
10b4f994	285	ghidra	globopt.c	in-anchor	-	-	none	mech	-	1	9	2	0	-	0	-
10b4fab1	835	ghidra	globopt.c	in-anchor	-	-	none	mech	-	1	14	1	0	-	0	-
10b4fdf4	1557	ghidra	globopt.c	in-anchor	-	-	none	mech	-	1	20	1	0	-	0	-
10b50409	2026	ghidra	globopt.c	in-anchor	-	-	none	mech	-	4	31	2	1	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\gl…	0	-
10b50bf3	80	ghidra	globopt.c	in-anchor	-	-	none	mech	-	3	2	2	0	-	0	-
10b50c43	3469	ghidra	globopt.c	in-anchor	-	-	none	mech	-	1	49	1	0	-	0	-
10b519d0	2269	ghidra	globopt.c	in-anchor	-	-	none	mech	-	1	39	1	0	-	0	-
10b522ad	923	ghidra	globopt.c	in-anchor	-	-	none	mech	-	5	24	1	0	-	0	-
10b52648	18	ghidra	globopt.c	in-anchor	-	-	none	mech	-	8	1	2	0	-	0	-
10b5265a	414	ghidra	globopt.c	in-anchor	-	-	none	mech	-	1	9	2	0	-	0	-
10b527f8	344	ghidra	globopt.c	in-anchor	-	-	none	mech	-	2	4	2	0	-	0	-
10b52950	74	ghidra	globopt.c	in-anchor	-	-	none	mech	-	2	1	3	0	-	0	-
10b5299a	52	ghidra	globopt.c	in-anchor	-	-	none	mech	-	1	1	2	0	-	0	-
10b529ce	40	ghidra	globopt.c	in-anchor	-	-	none	mech	-	1	1	3	0	-	0	-
10b529f6	689	ghidra	globopt.c	in-anchor	-	-	none	mech	-	4	10	2	1	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\gl…	0	-
10b52ca7	7	ghidra	globopt.c	gap	-	-	none	mech	-	4	1	2	0	-	0	-
10b52cae	322	ghidra	globopt.c	gap	-	-	none	mech	-	1	10	2	0	-	0	-
10b52df0	251	ghidra	globopt.c	gap	-	-	none	mech	-	1	3	2	0	-	0	-
10b52eeb	19	ghidra	globopt.c	gap	-	-	none	mech	-	1	1	3	0	-	0	-
10b52efe	25	ghidra	globopt.c	gap	-	-	none	mech	-	1	2	2	0	-	0	-
10b52f17	903	ghidra	globopt.c	gap	-	-	none	mech	-	9	17	1	0	-	0	-
10b5329e	1614	ghidra	globopt.c	gap	-	-	none	mech	-	2	19	1	0	-	0	-
10b538ec	238	ghidra	globopt.c	gap	-	-	none	mech	-	1	5	2	0	-	0	-
10b539da	255	ghidra	globopt.c	gap	-	-	none	mech	-	1	7	2	0	-	0	-
10b53ad9	299	ghidra	globopt.c	gap	-	-	none	mech	-	1	5	2	0	-	0	-
10b53c04	45	ghidra	globopt.c	gap	-	-	none	mech	-	1	1	2	0	-	0	-
10b53c31	268	ghidra	globopt.c	gap	-	-	none	mech	-	5	6	2	0	-	0	-
10b53d3d	304	ghidra	globopt.c	gap	-	-	none	mech	-	1	10	2	0	-	0	-
10b53e6d	1686	ghidra	globopt.c	gap	-	-	none	mech	-	1	53	2	0	-	0	-
10b54503	29	ghidra	globopt.c	gap	-	-	none	mech	-	34	1	2	0	-	0	-
10b54520	12	ghidra	globopt.c	gap	-	-	none	mech	-	3	0	2	0	-	0	-
10b5452c	6	ghidra	globopt.c	gap	-	-	none	mech	-	1	0	3	0	-	0	-
10b54532	73	ghidra	globopt.c	gap	-	-	none	mech	-	2	2	2	0	-	0	-
10b5457b	54	ghidra	globopt.c	gap	-	-	none	mech	-	1	0	2	0	-	0	-
10b545b1	457	ghidra	globopt.c	gap	-	-	none	mech	-	1	10	1	0	-	0	-
10b5477a	206	ghidra	globopt.c	gap	-	-	none	mech	-	2	7	1	0	-	0	-
10b54848	188	ghidra	globopt.c	gap	regalloc	P_REGALLOC.md	paged	mech	-	3	9	0	0	-	0	-
10b54904	177	ghidra	globopt.c	gap	regalloc	P_REGALLOC.md	paged	mech	-	5	8	0	0	-	0	-
10b549b5	38	ghidra	globopt.c	gap	-	-	cited	mech	-	2	1	1	0	-	0	-
10b549db	52	ghidra	globopt.c	gap	-	-	none	mech	-	1	0	2	0	-	0	-
10b54a0f	132	ghidra	globopt.c	gap	-	-	none	mech	-	2	3	1	0	-	0	-
10b54a93	104	ghidra	globopt.c	gap	-	-	none	mech	-	2	4	1	0	-	0	-
10b54afb	178	ghidra	globopt.c	gap	-	-	none	mech	-	7	8	1	0	-	0	-
10b54bad	67	ghidra	globopt.c	gap	-	-	none	mech	-	1	3	1	0	-	0	-
10b54bf0	23	ghidra	globopt.c	gap	-	-	none	mech	-	1	0	1	0	-	0	-
10b54c07	222	ghidra	globopt.c	gap	-	-	cited	mech	-	1	5	1	0	-	0	-
10b54ce5	77	ghidra	globopt.c	gap	-	-	none	mech	-	1	1	1	0	-	0	-
10b54d32	130	ghidra	globopt.c	gap	regalloc	P_REGALLOC.md	paged	mech	-	6	5	0	0	-	0	-
10b54db4	60	ghidra	globopt.c	gap	-	-	none	mech	-	1	0	1	0	-	0	-
10b54df0	19	ghidra	globopt.c	gap	-	-	none	mech	-	1	0	2	0	-	0	-
10b54e03	62	ghidra	globopt.c	gap	-	-	none	mech	-	1	0	2	0	-	0	-
10b54e41	66	ghidra	globopt.c	gap	-	-	none	mech	-	1	0	2	0	-	0	-
10b54e83	39	ghidra	globopt.c	gap	-	-	none	mech	-	3	2	2	0	-	0	-
10b54eaa	41	ghidra	globopt.c	gap	-	-	none	mech	-	2	1	1	0	-	0	-
10b54ed3	39	ghidra	globopt.c	gap	-	-	none	mech	-	1	0	3	0	-	0	-
10b54efa	63	ghidra	globopt.c	gap	-	-	none	mech	-	1	2	1	0	-	0	-
10b54f39	88	ghidra	globopt.c	gap	-	-	none	mech	-	1	0	3	0	-	0	-
10b54f91	78	ghidra	globopt.c	gap	-	-	none	mech	-	2	0	2	0	-	0	-
10b54fdf	36	ghidra	globopt.c	gap	-	-	none	mech	-	1	1	2	0	-	0	-
10b55003	116	ghidra	globopt.c	gap	-	-	none	mech	-	1	2	2	0	-	0	-
10b55077	110	ghidra	globopt.c	gap	-	-	none	mech	-	1	2	2	0	-	0	-
10b550e5	490	ghidra	globopt.c	gap	-	-	none	mech	-	1	5	1	0	-	0	-
10b552cf	254	ghidra	globopt.c	gap	-	-	none	mech	-	2	1	2	0	-	0	-
10b553cd	48	ghidra	globopt.c	gap	-	-	none	mech	-	1	3	1	0	-	0	-
10b553fd	44	ghidra	globopt.c	gap	-	-	none	mech	-	1	3	1	0	-	0	-
10b55429	777	ghidra	globopt.c	gap	-	-	none	mech	-	2	21	1	0	-	0	-
10b55732	1676	ghidra	globopt.c	gap	regalloc	P_REGALLOC.md	paged	mech	-	1	18	0	0	-	0	-
10b55dbe	240	ghidra	globopt.c	gap	-	-	cited	mech	-	1	5	1	0	-	0	-
