mode	sign	op	k	words	shape	full	hex
/c /GR /O1 /Oi /EHsc	s	mod	131072	6	srawi lis addze mullw subf blr	srawi r11,r3,17 ; lis r10,2 ; addze r11,r11 ; mullw r11,r11,r10 ; subf r3,r11,r3 ; blr 	7c6b8e70 3d400002 7d6b0194 7d6b51d6 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	131072	2	rlwinm blr	rlwinm r3,r3,15,17,31 ; blr 	54637c7e 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	131072	2	rlwinm blr	rlwinm r3,r3,0,15,31 ; blr 	546303fe 4e800020
/c /GR /O1 /Oi /EHsc	s	div	1000000	4	lis ori divw blr	lis r11,15 ; ori r11,r11,0x4240 ; divw r3,r3,r11 ; blr 	3d60000f 616b4240 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	1000000	6	lis ori divw mullw subf blr	lis r11,15 ; ori r11,r11,0x4240 ; divw r10,r3,r11 ; mullw r11,r10,r11 ; subf r3,r11,r3 ; blr 	3d60000f 616b4240 7d435bd6 7d6a59d6 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	1000000	4	lis ori divwu blr	lis r11,15 ; ori r11,r11,0x4240 ; divwu r3,r3,r11 ; blr 	3d60000f 616b4240 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	1000000	6	lis ori divwu mullw subf blr	lis r11,15 ; ori r11,r11,0x4240 ; divwu r10,r3,r11 ; mullw r11,r10,r11 ; subf r3,r11,r3 ; blr 	3d60000f 616b4240 7d435b96 7d6a59d6 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	2147483646	4	lis ori divw blr	lis r11,32767 ; ori r11,r11,0xfffe ; divw r3,r3,r11 ; blr 	3d607fff 616bfffe 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	2147483646	6	lis ori divw mullw subf blr	lis r11,32767 ; ori r11,r11,0xfffe ; divw r10,r3,r11 ; mullw r11,r10,r11 ; subf r3,r11,r3 ; blr 	3d607fff 616bfffe 7d435bd6 7d6a59d6 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	2147483646	4	lis ori divwu blr	lis r11,32767 ; ori r11,r11,0xfffe ; divwu r3,r3,r11 ; blr 	3d607fff 616bfffe 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	2147483646	6	lis ori divwu mullw subf blr	lis r11,32767 ; ori r11,r11,0xfffe ; divwu r10,r3,r11 ; mullw r11,r10,r11 ; subf r3,r11,r3 ; blr 	3d607fff 616bfffe 7d435b96 7d6a59d6 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	732	3	li divw blr	li r11,732 ; divw r3,r3,r11 ; blr 	396002dc 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	732	5	li divw mulli subf blr	li r11,732 ; divw r11,r3,r11 ; mulli r11,r11,732 ; subf r3,r11,r3 ; blr 	396002dc 7d635bd6 1d6b02dc 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	732	3	li divwu blr	li r11,732 ; divwu r3,r3,r11 ; blr 	396002dc 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	732	5	li divwu mulli subf blr	li r11,732 ; divwu r11,r3,r11 ; mulli r11,r11,732 ; subf r3,r11,r3 ; blr 	396002dc 7d635b96 1d6b02dc 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	40	3	li divw blr	li r11,40 ; divw r3,r3,r11 ; blr 	39600028 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	40	5	li divw mulli subf blr	li r11,40 ; divw r11,r3,r11 ; mulli r11,r11,40 ; subf r3,r11,r3 ; blr 	39600028 7d635bd6 1d6b0028 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	40	3	li divwu blr	li r11,40 ; divwu r3,r3,r11 ; blr 	39600028 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	40	5	li divwu mulli subf blr	li r11,40 ; divwu r11,r3,r11 ; mulli r11,r11,40 ; subf r3,r11,r3 ; blr 	39600028 7d635b96 1d6b0028 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	60	3	li divw blr	li r11,60 ; divw r3,r3,r11 ; blr 	3960003c 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	60	5	li divw mulli subf blr	li r11,60 ; divw r11,r3,r11 ; mulli r11,r11,60 ; subf r3,r11,r3 ; blr 	3960003c 7d635bd6 1d6b003c 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	60	3	li divwu blr	li r11,60 ; divwu r3,r3,r11 ; blr 	3960003c 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	60	5	li divwu mulli subf blr	li r11,60 ; divwu r11,r3,r11 ; mulli r11,r11,60 ; subf r3,r11,r3 ; blr 	3960003c 7d635b96 1d6b003c 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	56	3	li divw blr	li r11,56 ; divw r3,r3,r11 ; blr 	39600038 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	56	5	li divw mulli subf blr	li r11,56 ; divw r11,r3,r11 ; mulli r11,r11,56 ; subf r3,r11,r3 ; blr 	39600038 7d635bd6 1d6b0038 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	56	3	li divwu blr	li r11,56 ; divwu r3,r3,r11 ; blr 	39600038 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	56	5	li divwu mulli subf blr	li r11,56 ; divwu r11,r3,r11 ; mulli r11,r11,56 ; subf r3,r11,r3 ; blr 	39600038 7d635b96 1d6b0038 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	28	3	li divw blr	li r11,28 ; divw r3,r3,r11 ; blr 	3960001c 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	28	5	li divw mulli subf blr	li r11,28 ; divw r11,r3,r11 ; mulli r11,r11,28 ; subf r3,r11,r3 ; blr 	3960001c 7d635bd6 1d6b001c 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	28	3	li divwu blr	li r11,28 ; divwu r3,r3,r11 ; blr 	3960001c 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	28	5	li divwu mulli subf blr	li r11,28 ; divwu r11,r3,r11 ; mulli r11,r11,28 ; subf r3,r11,r3 ; blr 	3960001c 7d635b96 1d6b001c 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	84	3	li divw blr	li r11,84 ; divw r3,r3,r11 ; blr 	39600054 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	84	5	li divw mulli subf blr	li r11,84 ; divw r11,r3,r11 ; mulli r11,r11,84 ; subf r3,r11,r3 ; blr 	39600054 7d635bd6 1d6b0054 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	84	3	li divwu blr	li r11,84 ; divwu r3,r3,r11 ; blr 	39600054 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	84	5	li divwu mulli subf blr	li r11,84 ; divwu r11,r3,r11 ; mulli r11,r11,84 ; subf r3,r11,r3 ; blr 	39600054 7d635b96 1d6b0054 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	44	3	li divw blr	li r11,44 ; divw r3,r3,r11 ; blr 	3960002c 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	44	5	li divw mulli subf blr	li r11,44 ; divw r11,r3,r11 ; mulli r11,r11,44 ; subf r3,r11,r3 ; blr 	3960002c 7d635bd6 1d6b002c 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	44	3	li divwu blr	li r11,44 ; divwu r3,r3,r11 ; blr 	3960002c 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	44	5	li divwu mulli subf blr	li r11,44 ; divwu r11,r3,r11 ; mulli r11,r11,44 ; subf r3,r11,r3 ; blr 	3960002c 7d635b96 1d6b002c 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	48	3	li divw blr	li r11,48 ; divw r3,r3,r11 ; blr 	39600030 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	48	5	li divw mulli subf blr	li r11,48 ; divw r11,r3,r11 ; mulli r11,r11,48 ; subf r3,r11,r3 ; blr 	39600030 7d635bd6 1d6b0030 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	48	3	li divwu blr	li r11,48 ; divwu r3,r3,r11 ; blr 	39600030 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	48	5	li divwu mulli subf blr	li r11,48 ; divwu r11,r3,r11 ; mulli r11,r11,48 ; subf r3,r11,r3 ; blr 	39600030 7d635b96 1d6b0030 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	96	3	li divw blr	li r11,96 ; divw r3,r3,r11 ; blr 	39600060 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	96	5	li divw mulli subf blr	li r11,96 ; divw r11,r3,r11 ; mulli r11,r11,96 ; subf r3,r11,r3 ; blr 	39600060 7d635bd6 1d6b0060 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	96	3	li divwu blr	li r11,96 ; divwu r3,r3,r11 ; blr 	39600060 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	96	5	li divwu mulli subf blr	li r11,96 ; divwu r11,r3,r11 ; mulli r11,r11,96 ; subf r3,r11,r3 ; blr 	39600060 7d635b96 1d6b0060 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	72	3	li divw blr	li r11,72 ; divw r3,r3,r11 ; blr 	39600048 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	72	5	li divw mulli subf blr	li r11,72 ; divw r11,r3,r11 ; mulli r11,r11,72 ; subf r3,r11,r3 ; blr 	39600048 7d635bd6 1d6b0048 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	72	3	li divwu blr	li r11,72 ; divwu r3,r3,r11 ; blr 	39600048 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	72	5	li divwu mulli subf blr	li r11,72 ; divwu r11,r3,r11 ; mulli r11,r11,72 ; subf r3,r11,r3 ; blr 	39600048 7d635b96 1d6b0048 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	88	3	li divw blr	li r11,88 ; divw r3,r3,r11 ; blr 	39600058 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	88	5	li divw mulli subf blr	li r11,88 ; divw r11,r3,r11 ; mulli r11,r11,88 ; subf r3,r11,r3 ; blr 	39600058 7d635bd6 1d6b0058 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	88	3	li divwu blr	li r11,88 ; divwu r3,r3,r11 ; blr 	39600058 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	88	5	li divwu mulli subf blr	li r11,88 ; divwu r11,r3,r11 ; mulli r11,r11,88 ; subf r3,r11,r3 ; blr 	39600058 7d635b96 1d6b0058 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	36	3	li divw blr	li r11,36 ; divw r3,r3,r11 ; blr 	39600024 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	36	5	li divw mulli subf blr	li r11,36 ; divw r11,r3,r11 ; mulli r11,r11,36 ; subf r3,r11,r3 ; blr 	39600024 7d635bd6 1d6b0024 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	36	3	li divwu blr	li r11,36 ; divwu r3,r3,r11 ; blr 	39600024 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	36	5	li divwu mulli subf blr	li r11,36 ; divwu r11,r3,r11 ; mulli r11,r11,36 ; subf r3,r11,r3 ; blr 	39600024 7d635b96 1d6b0024 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	s	div	76	3	li divw blr	li r11,76 ; divw r3,r3,r11 ; blr 	3960004c 7c635bd6 4e800020
/c /GR /O1 /Oi /EHsc	s	mod	76	5	li divw mulli subf blr	li r11,76 ; divw r11,r3,r11 ; mulli r11,r11,76 ; subf r3,r11,r3 ; blr 	3960004c 7d635bd6 1d6b004c 7c6b1850 4e800020
/c /GR /O1 /Oi /EHsc	u	div	76	3	li divwu blr	li r11,76 ; divwu r3,r3,r11 ; blr 	3960004c 7c635b96 4e800020
/c /GR /O1 /Oi /EHsc	u	mod	76	5	li divwu mulli subf blr	li r11,76 ; divwu r11,r3,r11 ; mulli r11,r11,76 ; subf r3,r11,r3 ; blr 	3960004c 7d635b96 1d6b004c 7c6b1850 4e800020
