# Diagnostic text from 1033/clui.dll's RT_STRING table — the number->text
# dictionary for c2.dll, which itself holds only the numbers. NOT disassembly:
# this is text the compiler prints, i.e. observable output. Generated by
# docs/whitebox/scripts/build_diagnostics.py; do not hand-edit.
id	code	text
2677	C2677	binary '%$L' : no global operator found which takes type '%$T' (or there is no acceptable conversion)
2678	C2678	binary '%$L' : no operator found which takes a left-hand operand of type '%$T' (or there is no acceptable conversion)
2679	C2679	binary '%$L' : no operator found which takes a right-hand operand of type '%$T' (or there is no acceptable conversion)
2680	C2680	'%$T' : invalid target type for %$L
2681	C2681	'%$T' : invalid expression type for %$L
2682	C2682	cannot use '%$*' to convert from '%$T' to '%$T'
2683	C2683	'%$L' : '%$pC' is not a polymorphic type
2686	C2686	cannot overload static and non-static member functions with the same parameter types
2687	C2687	'%$T' : exception-declaration cannot be 'void' or denote an incomplete type or pointer or reference to an incomplete type
2688	C2688	'%$pS' : covariant returns with multiple or virtual inheritance not supported for varargs functions
2689	C2689	'%$S' : a friend function cannot be defined within a local class
2690	C2690	'%$L' : cannot perform pointer arithmetic on a managed array
2691	C2691	'%$T' : a managed array cannot have this element type
2692	C2692	'%s' : fully prototyped functions required in C compiler with the '/clr' option
2693	C2693	'%$L' : illegal comparison for references to a managed array
2694	C2694	'%$pD': overriding virtual function has less restrictive exception specification than base class virtual member function '%$pD'
2695	C2695	'%$S': overriding virtual function differs from '%$pS' only by calling convention
2696	C2696	Cannot create a temporary object of %$^[GC_CLASS REF_CLASS] type '%$T'
2697	C2697	'%$I' : must explicitly specify __gc or __nogc for an array declared in a managed type
2698	C2698	the using-declaration for '%$S' cannot co-exist with the existing using-declaration for '%$S'
2699	C2699	%s
2700	C2700	'%$T' : cannot be thrown (use /W4 for more info)
2701	C2701	'%$S' : a function %$[TEMPLATE GENERIC] cannot be a friend of a local class
2702	C2702	 __except may not appear in termination block
2703	C2703	illegal __leave statement
2704	C2704	'%$S' : __va_start intrinsic only allowed in varargs
2705	C2705	'%$*' : illegal jump into '%$L' scope
2706	C2706	illegal __except without matching __try (missing '}' in __try block?)
2707	C2707	'%$S' : bad context for intrinsic function
2708	C2708	'%$pS' : actual parameters length in bytes differs from previous call or reference
2709	C2709	'%$pS' : formal parameters length in bytes differs from previous declaration
2710	C2710	'%$S' : '__declspec(%s)' can only be applied to a function returning a pointer
2711	C2711	'%$S' : this functon cannot be compiled as managed, consider using #pragma unmanaged
2712	C2712	Cannot use __try in functions that require object unwinding
2713	C2713	Only one form of exception handling permitted per function
2714	C2714	_alignof(void) is not allowed
2715	C2715	'%$T' : cannot throw or catch this type
2716	C2716	'operator new' allocates value types on the C++ heap; use '__nogc new %$S'
2717	C2717	'__nogc new' cannot be used to create a managed type object
2718	C2718	'%$T': actual parameter with __declspec(align('%d')) won't be aligned
2719	C2719	'%$S': formal parameter with __declspec(align('%d')) won't be aligned
2720	C2720	'%$S' : '%s' storage-class specifier illegal on members
2721	C2721	'%$L' : storage-class specifier illegal between operator keyword and type
2722	C2722	'::%$L' : illegal following operator command; use 'operator %$L'
2723	C2723	'%$S' : '%$L' storage-class specifier illegal on function definition
2724	C2724	'%$S' : 'static' should not be used on member functions defined at file scope
2725	C2725	'%$T' : unable to throw or catch a managed object by value or reference
2726	C2726	'%$^[GC_NEW GCNEW]' may only be used to create an object with managed type
2727	C2727	'%$T' : a native array cannot contain a value type with private data members or managed pointer members
2728	C2728	'%$T' : a native array cannot contain this managed type
2729	C2729	intrinsic function not allowed in Thumb mode
2730	C2730	'%$S' : cannot be a base class of itself
2731	C2731	'%$pS' : function cannot be overloaded
2732	C2732	linkage specification contradicts earlier specification for '%$pS'
2733	C2733	second C linkage of overloaded function '%$pS' not allowed
2734	C2734	'%$S' : const object must be initialized if not extern
2735	C2735	'%$L' keyword is not permitted in formal parameter type specifier
2736	C2736	'%$L' keyword is not permitted in cast
2738	C2738	'operator %$T' : is ambiguous or is not a member of '%$pS'
2739	C2739	'%d' : explicit managed array dimensions must be between 1 and 32
2743	C2743	'%$T' : cannot catch a native type with __clrcall destructor or copy constructor
2744	C2744	'%$S' is not a valid CLR operator
2745	C2745	'%$L' : this token cannot be converted to an identifier
2746	C2746	'%$D' : global operators new/delete cannot be declared 'static'
2747	C2747	'%$D' : global operators new/delete can only be defined in the global namespace
2748	C2748	managed array creation must have array size or array initializer
2749	C2749	'%$T' : can only throw or catch handle to a managed class with /clr:safe
2750	C2750	'%$S' : cannot use 'new' on the reference type; use 'gcnew' instead
2751	C2751	'%$S' : the name of a function parameter cannot be qualified
2752	C2752	'%$S' : more than one partial specialization matches the template argument list
2753	C2753	'%$S' : partial specialization cannot match argument list for primary template
2754	C2754	'%$S' : a partial specialization cannot have a dependent non-type template parameter
2755	C2755	'%$S' : non-type parameter of a partial specialization must be a simple identifier
2756	C2756	'%$S' : default arguments not allowed on a partial specialization
2757	C2757	'%$I' : a symbol with this name already exists and therefore this name cannot be used as a namespace name
2758	C2758	'%$pS' : must be initialized in constructor base/member initializer list
2759	C2759	in-line assembler reports: %s
2760	C2760	syntax error : expected '%$L' not '%$L'
2761	C2761	'%$D' : member function redeclaration not allowed
2762	C2762	'%$pS' : invalid expression as a template argument for '%$S'
2763	C2763	'%$pS' : invalid use of a string literal as a template argument for '%$S'
2764	C2764	'%$S' : template parameter not used or deducible in partial specialization '%$S'
2765	C2765	'%$S' : an explicit specialization of a function template cannot have any default arguments
2766	C2766	explicit specialization; '%$p*' has already been defined
2767	C2767	managed array dimension mismatch : expected %d argument(s) - %d provided
2768	C2768	'%$S' : illegal use of explicit template arguments
2769	C2769	you cannot brace initialize a managed array in a base/member initializer list
2770	C2770	invalid explicit %$[TEMPLATE GENERIC] argument(s) for '%$pD'
2771	C2771	#import only permitted at global or namespace scope
2773	C2773	#import and #using available only in C++ compiler
2774	C2774	'%$pS' : no 'put' method is associated with this property
2775	C2775	'%$pS' : no 'get' method is associated with this property
2776	C2776	only one 'get' method can be specified per property
2777	C2777	only one 'put' method can be specified per property
2778	C2778	improperly formed GUID in __declspec(uuid())
2779	C2779	'%$pD' : property methods can only be associated with non-static data members
2780	C2780	'%$pD' : expects %d arguments - %d provided
2781	C2781	'%$pD' : expects at least %d argument - %d provided
2782	C2782	'%$pD' : %$[TEMPLATE GENERIC] parameter '%$I' is ambiguous
2783	C2783	'%$pD' : could not deduce %$[TEMPLATE GENERIC] argument for '%$I'
2784	C2784	'%$pD' : could not deduce %$[TEMPLATE GENERIC] argument for '%$T' from '%$T'
2785	C2785	'%$pD' and '%$pD' have different return types
2786	C2786	'%$T' : invalid operand for __uuidof
2787	C2787	'%$S' : no GUID has been associated with this object
2788	C2788	'%$S' : more than one GUID associated with this object
2790	C2790	'super' : this keyword can only be used within the body of class member function
2791	C2791	illegal use of 'super': '%$S' does not have any base classes
2792	C2792	'super' : this keyword must be followed by '::'
2793	C2793	'%$L' : unexpected token following '::', identifier or keyword 'operator' expected
2794	C2794	'%$I' : is not a member of any direct or indirect base class of '%$S'
2795	C2795	'super::%$S' is not a member function
2798	C2798	'super::%$I' is ambiguous
2800	C2800	'operator %$L' cannot be overloaded
2801	C2801	'%$S' must be a non-static member
2802	C2802	static member 'operator %$L' has no formal parameters
2803	C2803	'operator %$L' must have at least one formal parameter of class type
2804	C2804	binary 'operator %$L' has too many parameters
2805	C2805	binary 'operator %$L' has too few parameters
2806	C2806	'operator %$L' has too many formal parameters
2807	C2807	the second formal parameter to postfix 'operator %$L' must be 'int'
2808	C2808	unary 'operator %$L' has too many formal parameters
2809	C2809	'operator %$L' has no formal parameters
2810	C2810	'%$S' : an interface can only inherit from another interface
2811	C2811	'%$S' : cannot inherit from '%$S', a %$^[GC_CLASS REF_CLASS] can only inherit from a %$^[GC_CLASS_OR_INTERFACE REF_CLASS_OR_INTERFACE]
2812	C2812	#import is not supported with /clr:pure and /clr:safe
2813	C2813	#import is not supported with /MP
2814	C2814	'%$S' : a native type cannot be nested within a managed type '%$pC'
2815	C2815	'operator delete' : first formal parameter must be 'void *', but '%$T' was used
2817	C2817	return type for 'operator delete' must be 'void'
2818	C2818	application of overloaded 'operator ->' is recursive through type '%$pC'
2819	C2819	type '%$pC' does not have an overloaded member 'operator ->'
2820	C2820	inline assembly illegal in an expression
2821	C2821	first formal parameter to 'operator new' must be 'size_t'
2822	C2822	local unwind is not supported on this platform
2823	C2823	a typedef %$[TEMPLATE GENERIC] is illegal
2824	C2824	return type for 'operator new' must be 'void *'
2825	C2825	'%$S': must be a class or namespace when followed by '::'
2826	C2826	'%$S' must be declared static
2827	C2827	'operator %$L' cannot be globally overridden with unary form
2828	C2828	'operator %$L' cannot be globally overridden with binary form
2829	C2829	'operator %$L' cannot have a variable parameter list
2830	C2830	only placement parameters to 'operator new' can have default values
2831	C2831	'operator %$L' cannot have default parameters
2833	C2833	'operator %$*' is not a recognized operator or type
2834	C2834	'operator %$L' must be globally qualified
2835	C2835	user-defined conversion '%$S' takes no formal parameters
2838	C2838	'%$I' : illegal qualified name in member declaration
2839	C2839	invalid return type '%$T' for overloaded 'operator ->'
2840	C2840	instruction word argument not constant
2841	C2841	register argument not constant
2842	C2842	'%$S' : a managed type may not define its own 'operator new' or 'operator delete'
2843	C2843	'%$S' : cannot take the address of a non-static data member or method of a managed type
2844	C2844	'%$I' : cannot be a member of interface '%$S'
2845	C2845	'%$T' : pointer arithmetic not allowed on this type
2846	C2846	'%$S' : an interface cannot have a constructor
2847	C2847	cannot apply sizeof to managed type '%$S'
2848	C2848	'%$S' : a managed type cannot be a member of a union
2849	C2849	'%$S' : an interface cannot have a destructor
2850	C2850	'%$L' : only allowed at file scope; may not be in a nested construct
2854	C2854	syntax error in #pragma hdrstop
2855	C2855	command-line option '%s' inconsistent with precompiled header
2856	C2856	#pragma hdrstop cannot be inside an #if block
2857	C2857	'#include' statement specified with the /Yc%s command-line option was not found in the source file
2858	C2858	command-line option '%$M (%s%s)' inconsistent with precompiled header, which used '%s%s'
2859	C2859	%s is not the %s file that was used when this precompiled header was created, recreate the precompiled header.
2860	C2860	'void' cannot be an argument type, except for '(void)'
2861	C2861	'%$D' : an interface member function cannot be defined
2862	C2862	'%$S' : an interface can only have public members
2863	C2863	'%$S' : an interface cannot have friends
2864	C2864	'%$S' : only static const integral data members can be initialized within a class
2865	C2865	'%$L' : illegal comparison for %$^[WHOLE_OBJECT_PTR HANDLE_TYPE]
2866	C2866	'%$S' : a const static data member of a managed type must be initialized at the point of declaration
2867	C2867	'%$pS' : is not a namespace
2868	C2868	'%$S' : illegal syntax for using-declaration; expected qualified-name
2869	C2869	'%$pS' : has already been defined to be a namespace
2870	C2870	'%$I' : a namespace definition must appear either at file scope or immediately within another namespace definition
2871	C2871	'%$I' : a namespace with this name does not exist
2872	C2872	'%$I' : ambiguous symbol
2873	C2873	'%$p*' : symbol cannot be used in a using-declaration
2874	C2874	using-declaration causes a multiple declaration of '%$pS'
2875	C2875	using-declaration causes a multiple declaration of '%$pS'
2876	C2876	'%$pS' : not all overloads are accessible
2877	C2877	'%$pS' is not accessible from '%$pC'
2878	C2878	'%$I' : a namespace or class of this name does not exist
2879	C2879	'%$pS' : only an existing namespace can be given an alternative name by a namespace alias definition
2880	C2880	__swi requires a valid constant as first argument (SWI number)
2881	C2881	'%$I' : is already used as an alias for '%$pC'
2882	C2882	'%$I' : illegal use of namespace identifier in expression
2883	C2883	'%$S' : function declaration conflicts with '%$pS' introduced by using-declaration
2884	C2884	'%$pS' : introduced by using-declaration conflicts with local function '%$pS'
2885	C2885	'%$pS': not a valid using-declaration at non-class scope
2886	C2886	'%$pS' : symbol cannot be used in a member using-declaration
2887	C2887	__swi cannot have more than five arguments (SWI number, r0 - r3)
2888	C2888	'%$*' : symbol cannot be defined within namespace '%$I'
2889	C2889	'%$S' : a managed class type cannot be a virtual base class
2890	C2890	'%$S' : a %$^[GC_CLASS REF_CLASS] can only have one non-interface base class
2891	C2891	'%$pS' : cannot take the address of a template parameter
2892	C2892	local class shall not have member templates
2893	C2893	Failed to specialize function template '%$D'
2894	C2894	templates cannot be declared to have 'C' linkage
2895	C2895	'%$pD' : cannot explicitly instantiate a function template that has been declared with dllimport
2896	C2896	'%$D' : cannot use function %$[TEMPLATE GENERIC] '%$pD' as a function argument
2897	C2897	a %$[FINALIZER DTOR] cannot be a function template
2898	C2898	'%$D' : member function templates cannot be virtual
2899	C2899	typename cannot be used outside a template declaration
2902	C2902	'%$L' : unexpected token following '%$[TEMPLATE GENERIC]', identifier expected
2903	C2903	'%$I' : symbol is neither a class %$[TEMPLATE GENERIC] nor a function %$[TEMPLATE GENERIC]
2904	C2904	'%$I' : name already used for a template in the current scope
2906	C2906	'%$*' : explicit specialization requires 'template <>'
2907	C2907	register argument '%d' does not specify a valid register number
2908	C2908	explicit specialization; '%$*' has already been instantiated
2909	C2909	'%$I': explicit instantiation of function template requires return type
2910	C2910	'%$S' : cannot be explicitly specialized
2911	C2911	'%$S' : cannot be declared or defined in the current scope
2912	C2912	explicit specialization; '%$D' is not a specialization of a function template
2913	C2913	explicit specialization; '%$S' is not a specialization of a class template
2914	C2914	'%$S' : cannot deduce %$[TEMPLATE GENERIC] argument as function argument is ambiguous
2917	C2917	'%$*' : invalid template-parameter
2918	C2918	'%$S' : illegal use of local type in %$[TEMPLATE GENERIC] instantiation
2919	C2919	illegal use of anonymous local type in %$[TEMPLATE GENERIC] instantiation
2920	C2920	redefinition : '%$pC' : class %$[TEMPLATE GENERIC] has already been declared as '%s%s%$pD'
2921	C2921	redefinition : '%$pC' : class %$[TEMPLATE GENERIC] is being redeclared as '%s%s%$pD'
2923	C2923	'%$S' : '%$pS' is not a valid %$[TEMPLATE GENERIC] type argument for parameter '%$S'
2924	C2924	__declspec(interrupt) routine argument not in R2
2925	C2925	__declspec(interrupt) routine cannot use floating-point
2926	C2926	'%$T' : local types or unnamed types cannot be used as %$[TEMPLATE GENERIC] arguments
2927	C2927	'%$*' : a function template must be called with at least one argument
2928	C2928	explicit instantiation; '%$S' is not a function or static data member of template-class '%$pC'
2929	C2929	'%$D' : explicit instantiation; cannot explicitly force and suppress instantiation of template-class member
2930	C2930	'%$pS' : %$[TEMPLATEID GENERICID] redefined as an enumerator of 'enum %$S'
2931	C2931	'%$pS' : %$[TEMPLATEID GENERICID] redefined as a member function of '%$S'
2932	C2932	'%$pS' : %$[TEMPLATEID GENERICID] redefined as a data member of '%$S'
2933	C2933	'%$pS' : %$[TEMPLATEID GENERICID] redefined as a typedef member of '%$S'
2934	C2934	'%$pS' : %$[TEMPLATEID GENERICID] redefined as a nested '%$L' of '%$S'
2935	C2935	'%$pS' : %$[TEMPLATEID GENERICID] redefined as a global function
2936	C2936	'%$pS' : %$[TEMPLATEID GENERICID] redefined as a global data variable
2937	C2937	'%$pS' : %$[TEMPLATEID GENERICID] redefined as a global typedef
2939	C2939	'%$pS' : %$[TEMPLATEID GENERICID] redefined as a local data variable
2940	C2940	'%$pS' : %$[TEMPLATEID GENERICID] redefined as a local typedef
2941	C2941	'%$pS' : %$[TEMPLATEID GENERICID] redefined as a local '%$L'
2942	C2942	'%$pS' : %$[TEMPLATEID GENERICID] redefined as a formal argument of a function
2943	C2943	'%$pS' : %$[TEMPLATEID GENERICID] redefined as a type argument of a template
2944	C2944	'%$pS' : %$[TEMPLATEID GENERICID] redefined as a value argument of a template
2945	C2945	explicit instantiation does not refer to a template-class specialization
2946	C2946	explicit instantiation; '%$T' is not a template-class specialization
2947	C2947	expecting '>' to terminate %$[GENERICARGS TEMPLATEARGS TEMPLATEPARAMS], found '%$L'
2948	C2948	explicit instantiation; storage class specifier '%$L' not permitted on specialization
2950	C2950	'%$S' : cannot explicitly instantiate an explicit specialization
2951	C2951	%$[TEMPLATE GENERIC] declarations are only permitted at global, namespace, or class scope
2952	C2952	'%$S' : %$[TEMPLATE GENERIC] declaration missing %$[TEMPLATE GENERIC] parameter list
2953	C2953	'%$pS' : class template has already been defined
2954	C2954	instruction word argument not in range
2955	C2955	'%$pS' : use of class %$[TEMPLATE GENERIC] requires %$[TEMPLATE GENERIC] argument list
2957	C2957	'%$L' : invalid left delimiter : expected '<'
2958	C2958	the left %s found at '%s(%d)' was not matched correctly
2959	C2959	a generic class or function may not be a member of a template
2960	C2960	'%$S' : inconsistent explicit instantiations, a previous explicit instantiation specified '%s'
2961	C2961	'%$S' : inconsistent explicit instantiations, a previous explicit instantiation did not specify '%s'
2962	C2962	syntax error : '%$L' : expected template-class member function definition to end with '}'
2963	C2963	string literals are not permitted as parameter to a template specialization
2964	C2964	invalid expression as template parameter
2969	C2969	syntax error : '%$L' : expected member function definition to end with '}'
2970	C2970	'%$pS' : template parameter '%$S' : '%$pS' : an expression involving objects with internal linkage cannot be used as a non-type argument
2971	C2971	'%$pS' : template parameter '%$S' : '%$pS' : a local variable cannot be used as a non-type argument
2973	C2973	'%$p*' : invalid template argument '%$*'
2974	C2974	'%$pS' : invalid %$[TEMPLATE GENERIC] argument for '%$S', type expected
2975	C2975	'%$pS' : invalid template argument for '%$S', expected compile-time constant expression
2976	C2976	'%$pS' : too few %$[TEMPLATE GENERIC] arguments
2977	C2977	'%$pS' : too many %$[TEMPLATE GENERIC] arguments
2978	C2978	syntax error : expected '%$L' or '%$L'; found type '%$T'; non-type parameters are not supported in generics
2979	C2979	explicit specializations are not supported in generics
2988	C2988	unrecognizable template declaration/definition
2989	C2989	'%$pS' : class %$[TEMPLATE GENERIC] has already been declared as a non-class %$[TEMPLATE GENERIC]
2990	C2990	'%$pS' : non-class %$[TEMPLATE GENERIC] has already been declared as a class %$[TEMPLATE GENERIC]
2991	C2991	redefinition of %$[TEMPLATE GENERIC] parameter '%$pS'
2992	C2992	'%$pS' : invalid or missing %$[TEMPLATE GENERIC] parameter list
2993	C2993	'%$T' : illegal type for non-type template parameter '%$I'
2994	C2994	unnamed class in template parameter list
2995	C2995	'%$pD' : function template has already been defined
2996	C2996	'%$pS' : recursive function template definition
2998	C2998	'%$D' : cannot be a template definition
2999	C2999	UNKNOWN ERROR %$N Please choose the Technical Support command on the Visual C++ %$N Help menu, or open the Technical Support help file for more information
3001	C3001	'%s' : expected an OpenMP directive name
3002	C3002	'%s %s' : multiple OpenMP directive names
3003	C3003	'%s' : OpenMP directive name not allowed after directive clauses
3004	C3004	'%s' : clause not valid on OpenMP '%s' directive
3005	C3005	'%s' : unexpected token encountered on OpenMP '%s' directive
3006	C3006	'%s' : clause on OpenMP '%s' directive is missing an expected argument
3007	C3007	'%s' : clause on OpenMP '%s' directive does not take an argument
3008	C3008	'%s' : argument is missing closing ')' on OpenMP '%s' directive
3009	C3009	'%$*' : jump into OpenMP structured block not allowed
3010	C3010	'%$*' : jump out of OpenMP structured block not allowed
3011	C3011	inline assembly not allowed directly within a parallel region
3012	C3012	'%$S' : intrinsic function not allowed directly within a parallel region
3013	C3013	'%s' : clause may only appear once on OpenMP '%s' directive
3014	C3014	expected a for loop following OpenMP '%s' directive
3015	C3015	initialization in OpenMP 'for' statement has improper form
3016	C3016	'%$S' : index variable in OpenMP 'for' statement must have signed integral type
3017	C3017	termination test in OpenMP 'for' statement has improper form
3018	C3018	'%$S' : OpenMP 'for' test or increment must use index variable '%$S'
3019	C3019	increment in OpenMP 'for' statement has improper form
3020	C3020	'%$S' : index variable of OpenMP 'for' loop cannot be modified in loop body
3021	C3021	'%s' : argument is empty on OpenMP '%s' directive
3022	C3022	'%s' : invalid schedule kind of '%s' on OpenMP '%s' directive
3023	C3023	'%s' : unexpected token encountered in argument to OpenMP '%s' clause
3024	C3024	'schedule(runtime)' : chunk_size expression is not allowed
3025	C3025	'%s' : integral expression expected
3026	C3026	'%s' : constant expression must be positive
3027	C3027	'%s' : arithmetic or pointer expression expected
3028	C3028	'%$S' : only a variable or static data member can be used in a data-sharing clause
3029	C3029	'%$S' : can only appear once in data-sharing clauses in an OpenMP directive
3030	C3030	'%$S' : variable in '%s' clause/directive cannot have reference type
3031	C3031	'%$S' : variable in 'reduction' clause must have scalar arithmetic type
3032	C3032	'%$S' : variable in '%s' clause cannot have incomplete type '%$T'
3033	C3033	'%$S' : variable in '%s' clause cannot have const-qualified type
3034	C3034	OpenMP '%s' directive cannot be directly nested within '%s' directive
3035	C3035	OpenMP 'ordered' directive must bind directly to a 'for' or 'parallel for' directive with the 'ordered' clause
3036	C3036	'%s' : invalid operator token in OpenMP 'reduction' clause
3037	C3037	'%$S' : variable in '%s' clause must be shared in enclosing context
3038	C3038	'%$S' : variable in 'private' clause cannot be a reduction variable in enclosing context
3039	C3039	'%$S' : index variable in OpenMP 'for' statement cannot be a reduction variable
3040	C3040	'%$S' : type of variable in 'reduction' clause is incompatible with reduction operator '%s'
3041	C3041	'%$S' : variable in 'copyprivate' clause must be private in enclosing context
3042	C3042	'copyprivate' and 'nowait' clauses cannot appear together on OpenMP '%s' directive
3043	C3043	OpenMP 'critical' directive cannot be nested in 'critical' directive with same name
3044	C3044	'section' : only allowed directly nested under an OpenMP 'sections' directive
3045	C3045	Expected a compound statement following OpenMP 'sections' directive. Missing '{'
3046	C3046	Missing structured block in an OpenMP '#pragma omp sections' region
3047	C3047	Structured block in an OpenMP 'sections' region must be preceded by '#pragma omp section'
3048	C3048	Expression following '#pragma omp atomic' has improper form
3049	C3049	'%s' : invalid argument in OpenMP 'default' clause
3050	C3050	'%$S' : a ref class cannot inherit from '%$S'
3051	C3051	'%$L' : cannot convert from '%s' to '%s'
3052	C3052	'%$S' : variable doesn't appear in a data-sharing clause under a default(none) clause
3053	C3053	'%$S' : 'threadprivate' is only valid for global or static data items
3054	C3054	'#pragma omp parallel' is currently not supported in a generic class or function
3055	C3055	'%$S' : symbol cannot be referenced before it is used in 'threadprivate' directive
3056	C3056	'%$S' : symbol is not in the same scope with 'threadprivate' directive
3057	C3057	'%$S' : dynamic initialization of 'threadprivate' symbols is not currently supported
3058	C3058	'%$S' : symbol not declared as 'threadprivate' before it is used in the 'copyin' clause
3059	C3059	'%$S' : 'threadprivate' symbol cannot be used in the '%s' clause
3060	C3060	'%$S' : a friend function may not be defined inside a class using a qualified name (it may only be declared)
3061	C3061	operator '%$L': not allowed on enumeration '%$T' with underlying type '%$T'
3062	C3062	'%$I': enumerator requires value since the underlying type is '%$T'
3063	C3063	operator '%$L': all operands must have the same enumeration type
3064	C3064	'%$I': must be a simple type or resolve to one
3065	C3065	property declaration at non-class scope is not allowed
3066	C3066	there are multiple ways that an object of this type can be called with these arguments
3068	C3068	'%$S' : a 'naked' function cannot contain objects that would require unwinding if a C++ exception occurred
3069	C3069	operator '%$L': not allowed for enumeration type
3070	C3070	'%$S': property does not have a 'set' method
3071	C3071	operator '%$L' can only be applied to an instance of a ref class or a value-type
3072	C3072	operator '%$L' cannot be applied to an instance of a ref class%$Nuse the unary '%%' operator to convert an instance of a ref class to a handle type
3073	C3073	'%$S' : ref class does not have a user-defined copy constructor
3075	C3075	'%$S' : you cannot embed an instance of a reference type, '%$S', in a value-type
3076	C3076	'%$S' : you cannot embed an instance of a reference type, '%$S', in a native type
3077	C3077	'%$S' : a finalizer can only be a member of a reference type
3080	C3080	'%$L' : a finalizer cannot have a storage-class-specifier
3082	C3082	'%$L' : this operator cannot be applied to a variable whose type is generic
3083	C3083	'%$I': the symbol to the left of a '::' must be a type
3084	C3084	'%$S': a %$[FINALIZER DTOR] cannot be '%$L'
3085	C3085	'%$S': a constructor cannot be '%$L'
3087	C3087	'%$I': call of '%$pD' already initializes this member
3088	C3088	'%$pS': attribute constructor must have named formal arguments
3089	C3089	'%$I': parameter name does not match any data member's name
3090	C3090	'%$pS': attribute class cannot be a template
3091	C3091	'%$pS': attribute class cannot have base classes
3092	C3092	'%$pS': attribute class member cannot be a bitfield, 'static' or 'const'
3093	C3093	'%$T': type not allowed for attribute class member '%$pS'
3094	C3094	'%$pS': anonymous usage not allowed
3095	C3095	'%$pS': attribute cannot be repeated
3096	C3096	'%$pS': attribute is allowed on data members of attribute classes only
3097	C3097	'%$pS': attribute must be scoped with 'assembly:' or 'module:'
3098	C3098	'%$S': attribute has no user-defined constructors
3099	C3099	'%$S': use [System::AttributeUsageAttribute] for managed attributes
3100	C3100	'%$I' : unknown attribute qualifier
3101	C3101	illegal expression for named attribute argument '%$I'
3102	C3102	'%s': only 1 argument allowed
3103	C3103	'%$I': repeated named argument
3104	C3104	illegal attribute argument
3105	C3105	'%$S': cannot be used as an attribute
3106	C3106	'%$S': unnamed arguments must precede named arguments
3107	C3107	'%$S': member functions of native attributes cannot be defined
3109	C3109	'%$I' : interface methods must use either the '__stdcall' or '__cdecl' calling convention
3110	C3110	'%$pD' : you cannot overload a COM interface method
3112	C3112	'%$S' : an interface can only be declared at global or namespace scope
3113	C3113	an '%$L' cannot be a %$[TEMPLATE GENERIC]
3114	C3114	'%$I': not a valid named attribute argument
3115	C3115	'%$pS': this attribute is not allowed on '%s'
3116	C3116	'%$L' : invalid storage class for interface method
3117	C3117	'%$S' : an interface can only have one base class
3118	C3118	'%$S' : interfaces do not support virtual inheritance
3120	C3120	'%$I' : interface methods cannot take a variable argument list
3121	C3121	cannot change GUID for class '%$pS'
3126	C3126	cannot define a union '%$S' inside of managed type '%$pC'
3130	C3130	Internal Compiler Error: failed to write injected code block to PDB
3131	C3131	project must have a 'module' attribute with a 'name' property
3132	C3132	'%$S' : parameter arrays can only be applied to a formal argument of type 'single-dimensional managed array'
3133	C3133	Attributes cannot be applied to C++ varargs
3134	C3134	'%s' : value of attribute argument '%s.%s' does not have valid type '%s'
3135	C3135	'%$I' : a property cannot have a 'const' or 'volatile' type
3136	C3136	'%$S' : a COM interface can only inherit from another COM interface, '%$S' is not a COM interface
3137	C3137	'%$I' : a property cannot be initialized
3138	C3138	'%$I' : a '%s' interface must inherit from IDispatch, or from an interface that inherits from IDispatch
3139	C3139	'%$S' : cannot export a UDT without members
3140	C3140	cannot have multiple 'module' attributes in the same compilation unit
3141	C3141	'%$S' : interfaces only support public inheritance
3142	C3142	'%$S' : you cannot take the address of a property
3143	C3143	'%s.%s' : attribute argument cannot have multiple values
3144	C3144	'%s' : attribute requires explicit arguments, '%s' is unnamed
3145	C3145	'%$S' : global or static variable may not have managed type '%$T'
3146	C3146	illegal __nogc reference to managed type '%$T'
3147	C3147	illegal __nogc with multi-dimensional __gc array
3148	C3148	illegal __nogc pointer to managed type '%$T'
3149	C3149	'%$T' : cannot use this type here without a top-level '%$L'
3150	C3150	'%$*' : '%$L' can only be applied to a class, struct, interface, array or pointer
3151	C3151	'%$I' cannot apply __gc or __value to a template
3152	C3152	'%$S' : '%$L' can only be applied to a class, struct, or member function
3153	C3153	'%$S' : you cannot create an instance of an interface
3154	C3154	Expected ',' before ellipsis. Non-comma separated ellipsis not supported on parameter array functions.
3155	C3155	attributes are not allowed in a property indexer
3156	C3156	'%$S' : you cannot have a local definition of a managed type
3157	C3157	ParamArray attribute can only be applied to the last parameter
3159	C3159	'%$I' : array of pointers to value type cannot be declared
3160	C3160	'%$T' : a data member of a managed class cannot have this type
3161	C3161	'%$S' : nesting class, struct, or interface in an interface is illegal; nesting interface in a class or struct is illegal
3162	C3162	'%$T' : a reference type which has a destructor cannot be used as the type of static data member '%$S'
3163	C3163	'%$pS': attributes inconsistent with previous declaration
3164	C3164	'%$S': Copy constructors and destructors on value types are not supported
3165	C3165	'%s' : cannot convert to an integral or floating point value
3166	C3166	'%$T' : a data member of a managed class cannot have type '%s to interior %s'
3167	C3167	Unable to initialize .NET Framework: make sure it is installed
3168	C3168	'%$T' : illegal underlying type for enum
3170	C3170	cannot have different module identifiers in a project
3171	C3171	'%s': cannot specify different module attributes in a project
3172	C3172	'%$I': cannot specify different idl_module attributes in a project
3173	C3173	version mismatch in idl merge
3174	C3174	module attribute was not specified
