# DISASSEMBLY-DERIVED — generated by docs/whitebox/scripts/build_strings.py.
# Literals from c2.dll plus the functions that reference them. Do not paste
# any value into crates/ without a docs/whitebox/DISCLOSURE.md entry.
addr	section	len	nxref	xref_funcs	source	value
10b14190	.text	18	1		ghidra	-inlcsw#
10b141a4	.text	20	1		ghidra	-inlmlsa#
10b141b8	.text	26	1		ghidra	-inluserinl#
10b141d4	.text	20	1		ghidra	-inlfcsa#
10b141e8	.text	22	1		ghidra	-inlcrmax#
10b14200	.text	22	1		ghidra	-inlocsa4#
10b14218	.text	22	1		ghidra	-inlocsa3#
10b14230	.text	22	1		ghidra	-inlocsa2#
10b14248	.text	22	1		ghidra	-inlocsa1#
10b14260	.text	16	1		ghidra	-inlnlw
10b14270	.text	20	1		ghidra	-inlnobr#
10b14284	.text	20	1		ghidra	-inlnold#
10b14298	.text	20	1		ghidra	-inlnoln#
10b142ac	.text	20	1		ghidra	-inlnild#
10b142c0	.text	20	1		ghidra	-inlniln#
10b142d4	.text	14	1		ghidra	-inld#
10b142e4	.text	16	1		ghidra	-inlld#
10b142f4	.text	22	1		ghidra	-inlflcsw#
10b1430c	.text	20	1		ghidra	-inlfcsw#
10b14320	.text	14	1		ghidra	-inlT#
10b14330	.text	14	1		ghidra	-inlS#
10b14340	.text	10	1		ghidra	-il#
10b1434c	.text	16	1		ghidra	-isize#
10b1435c	.text	10	1		ghidra	-Fd#
10b14370	.text	10	1		ghidra	-ef#
10b1437c	.text	12	1		ghidra	-off#
10b14388	.text	10	1		ghidra	-db#
10b143a4	.text	12	1		ghidra	-Wall
10b143b0	.text	18	1		ghidra	-fastcap
10b143c4	.text	20	1		ghidra	-stkfill#
10b143d8	.text	16	1		ghidra	-cvtcil
10b143e8	.text	10	1		ghidra	-Gt#
10b143f4	.text	10	1		ghidra	-Gs#
10b14400	.text	20	1		ghidra	-cbstring
10b14414	.text	16	1		ghidra	-bigobj
10b14424	.text	54	1		ghidra	-AllowCompatibleILVersions
10b1445c	.text	16	0		ghidra	generic
10b1446c	.text	32	1	10b89936	ghidra	real (%d bytes)
10b1448c	.text	38	1	10b89936	ghidra	logical (%d bytes)
10b144b4	.text	10	1	10b89936	ghidra	bool
10b144c0	.text	38	1	10b89936	ghidra	complex (%d bytes)
10b144e8	.text	24	1	10b89936	ghidra	 (%d bytes)
10b14500	.text	10	1	10b89936	ghidra	void
10b1450c	.text	36	1	10b89936	ghidra	struct (%d bytes)
10b14530	.text	24	1	10b89936	ghidra	 (%u bytes)
10b14548	.text	16	1	10b89936	ghidra	pointer
10b14558	.text	20	1	10b89936	ghidra	unsigned 
10b1456c	.text	28	1	10b89936	ghidra	unsigned char
10b14588	.text	30	1	10b89936	ghidra	unsigned short
10b145a8	.text	26	1	10b89936	ghidra	unsigned int
10b145c4	.text	34	1	10b89936	ghidra	unsigned __int64
10b145e8	.text	56	1	10b89936	ghidra	unsigned integer (%d bytes)
10b14620	.text	24	1	10b89936	ghidra	signed char
10b14638	.text	12	1	10b89936	ghidra	short
10b1464c	.text	16	1	10b89936	ghidra	__int64
10b1465c	.text	52	1	10b89936	ghidra	signed integer (%d bytes)
10b14690	.text	42	1	10b89936	ghidra	undefined (%d bytes)
10b146bc	.text	32	1	10b89936	ghidra	struct (%u %ss)
10b146dc	.text	34	1	10b89936	ghidra	array (%u bytes)
10b14700	.text	12	1	10b89936	ghidra	array
10b1470c	.text	14	1	10b89936	ghidra	%s[%u]
10b1471c	.text	10	1	10b89936	ghidra	%s[]
10b14728	.text	34	1	10b89936	ghidra	union (%u bytes)
10b1474c	.text	30	1	10b89936	ghidra	union (%u %ss)
10b1476c	.text	24	1	10b89936	ghidra	__restrict 
10b14784	.text	46	1	10b89936	ghidra	__declspec(align(%u)) 
10b147b4	.text	12	2	10b89936	ghidra	float
10b147c0	.text	12	1	10b89936	ghidra	__n64
10b147cc	.text	14	2	10b89936	ghidra	double
10b147dc	.text	14	1	10b89936	ghidra	__n128
10b147ec	.text	20	5	10b89936	ghidra	__vector4
10b14800	.text	84	4	10b8a0c1,10b8afcf,10b8b561,10b8a6e9	ghidra	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\mod.c
10b14858	.text	5	0		raw	VUUU
10b14920	.text	9	1	10b8bbfd	ghidra+raw	VUUUUUUU
10b14ba4	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_div_r8@@$$J0YAXPANN@Z
10b14bcc	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_div_r8
10b14be4	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_div_r4@@$$J0YAXPAMM@Z
10b14c0c	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_div_r4
10b14c24	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_mul_r8@@$$J0YAXPANN@Z
10b14c4c	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_mul_r8
10b14c64	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_mul_r4@@$$J0YAXPAMM@Z
10b14c8c	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_mul_r4
10b14ca4	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_sub_r8@@$$J0YAXPANN@Z
10b14ccc	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_sub_r8
10b14ce4	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_sub_r4@@$$J0YAXPAMM@Z
10b14d0c	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_sub_r4
10b14d24	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_add_r8@@$$J0YAXPANN@Z
10b14d4c	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_add_r8
10b14d64	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_add_r4@@$$J0YAXPAMM@Z
10b14d8c	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_add_r4
10b14da4	.text	40	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_shr_ui8@@$$J0YAXPA_K_K@Z
10b14dcc	.text	22	1	10c2a3b6	ghidra+raw	_vcomp_atomic_shr_ui8
10b14de4	.text	38	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_shr_ui4@@$$J0YAXPAII@Z
10b14e0c	.text	22	1	10c2a3b6	ghidra+raw	_vcomp_atomic_shr_ui4
10b14e24	.text	38	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_shr_ui2@@$$J0YAXPAGG@Z
10b14e4c	.text	22	1	10c2a3b6	ghidra+raw	_vcomp_atomic_shr_ui2
10b14e64	.text	38	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_shr_ui1@@$$J0YAXPAEE@Z
10b14e8c	.text	22	1	10c2a3b6	ghidra+raw	_vcomp_atomic_shr_ui1
10b14ea4	.text	39	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_shr_i8@@$$J0YAXPA_J_J@Z
10b14ecc	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_shr_i8
10b14ee4	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_shr_i4@@$$J0YAXPAHH@Z
10b14f14	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_shr_i4
10b14f2c	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_shr_i2@@$$J0YAXPAFF@Z
10b14f54	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_shr_i2
10b14f6c	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_shr_i1@@$$J0YAXPADD@Z
10b14f94	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_shr_i1
10b14fac	.text	39	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_shl_i8@@$$J0YAXPA_J_J@Z
10b14fd4	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_shl_i8
10b14fec	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_shl_i4@@$$J0YAXPAHH@Z
10b15014	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_shl_i4
10b1502c	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_shl_i2@@$$J0YAXPAFF@Z
10b15054	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_shl_i2
10b1506c	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_shl_i1@@$$J0YAXPADD@Z
10b15094	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_shl_i1
10b150ac	.text	38	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_or_i8@@$$J0YAXPA_J_J@Z
10b150d4	.text	20	1	10c2a3b6	ghidra+raw	_vcomp_atomic_or_i8
10b150e8	.text	36	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_or_i4@@$$J0YAXPAHH@Z
10b1510c	.text	20	1	10c2a3b6	ghidra+raw	_vcomp_atomic_or_i4
10b15120	.text	36	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_or_i2@@$$J0YAXPAFF@Z
10b15144	.text	20	1	10c2a3b6	ghidra+raw	_vcomp_atomic_or_i2
10b15158	.text	36	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_or_i1@@$$J0YAXPADD@Z
10b1517c	.text	20	1	10c2a3b6	ghidra+raw	_vcomp_atomic_or_i1
10b15190	.text	39	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_xor_i8@@$$J0YAXPA_J_J@Z
10b151b8	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_xor_i8
10b151d0	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_xor_i4@@$$J0YAXPAHH@Z
10b151f8	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_xor_i4
10b15210	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_xor_i2@@$$J0YAXPAFF@Z
10b15238	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_xor_i2
10b15250	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_xor_i1@@$$J0YAXPADD@Z
10b15278	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_xor_i1
10b15290	.text	39	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_and_i8@@$$J0YAXPA_J_J@Z
10b152b8	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_and_i8
10b152d0	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_and_i4@@$$J0YAXPAHH@Z
10b152f8	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_and_i4
10b15310	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_and_i2@@$$J0YAXPAFF@Z
10b15338	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_and_i2
10b15350	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_and_i1@@$$J0YAXPADD@Z
10b15378	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_and_i1
10b15390	.text	40	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_div_ui8@@$$J0YAXPA_K_K@Z
10b153b8	.text	22	1	10c2a3b6	ghidra+raw	_vcomp_atomic_div_ui8
10b153d4	.text	38	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_div_ui4@@$$J0YAXPAII@Z
10b153fc	.text	22	1	10c2a3b6	ghidra+raw	_vcomp_atomic_div_ui4
10b15418	.text	38	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_div_ui2@@$$J0YAXPAGG@Z
10b15440	.text	22	1	10c2a3b6	ghidra+raw	_vcomp_atomic_div_ui2
10b1545c	.text	38	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_div_ui1@@$$J0YAXPAEE@Z
10b15484	.text	22	1	10c2a3b6	ghidra+raw	_vcomp_atomic_div_ui1
10b1549c	.text	39	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_div_i8@@$$J0YAXPA_J_J@Z
10b154c4	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_div_i8
10b154dc	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_div_i4@@$$J0YAXPAHH@Z
10b15504	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_div_i4
10b1551c	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_div_i2@@$$J0YAXPAFF@Z
10b15544	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_div_i2
10b1555c	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_div_i1@@$$J0YAXPADD@Z
10b15584	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_div_i1
10b155a0	.text	39	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_mul_i8@@$$J0YAXPA_J_J@Z
10b155c8	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_mul_i8
10b155e0	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_mul_i4@@$$J0YAXPAHH@Z
10b15608	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_mul_i4
10b15620	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_mul_i2@@$$J0YAXPAFF@Z
10b15648	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_mul_i2
10b15660	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_mul_i1@@$$J0YAXPADD@Z
10b15688	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_mul_i1
10b156a0	.text	39	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_sub_i8@@$$J0YAXPA_J_J@Z
10b156c8	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_sub_i8
10b156e0	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_sub_i4@@$$J0YAXPAHH@Z
10b15708	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_sub_i4
10b15720	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_sub_i2@@$$J0YAXPAFF@Z
10b15748	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_sub_i2
10b15760	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_sub_i1@@$$J0YAXPADD@Z
10b15788	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_sub_i1
10b157a0	.text	39	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_add_i8@@$$J0YAXPA_J_J@Z
10b157c8	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_add_i8
10b157e0	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_add_i4@@$$J0YAXPAHH@Z
10b15808	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_add_i4
10b15820	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_add_i2@@$$J0YAXPAFF@Z
10b15848	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_add_i2
10b15860	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_atomic_add_i1@@$$J0YAXPADD@Z
10b15888	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_atomic_add_i1
10b158a0	.text	30	1	10c2a3b6	ghidra+raw	?_vcomp_single_end@@$$J0YAXXZ
10b158c0	.text	18	1	10c2a3b6	ghidra+raw	_vcomp_single_end
10b158e4	.text	33	1	10c2a3b6	ghidra+raw	?_vcomp_single_begin@@$$J0YAHH@Z
10b15908	.text	20	1	10c2a3b6	ghidra+raw	_vcomp_single_begin
10b1591c	.text	34	1	10c2a3b6	ghidra+raw	?_vcomp_get_thread_num@@$$J0YAHXZ
10b15940	.text	22	1	10c2a3b6	ghidra+raw	_vcomp_get_thread_num
10b15958	.text	36	1	10c2a3b6	ghidra+raw	?_vcomp_set_num_threads@@$$J0YAXH@Z
10b1597c	.text	23	1	10c2a3b6	ghidra+raw	_vcomp_set_num_threads
10b15994	.text	33	1	10c2a3b6	ghidra+raw	?_vcomp_sections_next@@$$J0YAHXZ
10b159b8	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_sections_next
10b159d0	.text	34	1	10c2a3b6	ghidra+raw	?_vcomp_sections_init@@$$J0YAXH@Z
10b159f4	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_sections_init
10b15a10	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_reduction_r8@@$$J0YAXHPANN@Z
10b15a38	.text	20	1	10c2a3b6	ghidra+raw	_vcomp_reduction_r8
10b15a50	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_reduction_r4@@$$J0YAXHPAMM@Z
10b15a78	.text	20	1	10c2a3b6	ghidra+raw	_vcomp_reduction_r4
10b15a90	.text	39	1	10c2a3b6	ghidra+raw	?_vcomp_reduction_u8@@$$J0YAXHPA_K_K@Z
10b15ab8	.text	20	1	10c2a3b6	ghidra+raw	_vcomp_reduction_u8
10b15ad0	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_reduction_u4@@$$J0YAXHPAII@Z
10b15af8	.text	20	1	10c2a3b6	ghidra+raw	_vcomp_reduction_u4
10b15b10	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_reduction_u2@@$$J0YAXHPAGG@Z
10b15b38	.text	20	1	10c2a3b6	ghidra+raw	_vcomp_reduction_u2
10b15b50	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_reduction_u1@@$$J0YAXHPAEE@Z
10b15b78	.text	20	1	10c2a3b6	ghidra+raw	_vcomp_reduction_u1
10b15b90	.text	39	1	10c2a3b6	ghidra+raw	?_vcomp_reduction_i8@@$$J0YAXHPA_J_J@Z
10b15bb8	.text	20	1	10c2a3b6	ghidra+raw	_vcomp_reduction_i8
10b15bd0	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_reduction_i4@@$$J0YAXHPAHH@Z
10b15bf8	.text	20	1	10c2a3b6	ghidra+raw	_vcomp_reduction_i4
10b15c10	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_reduction_i2@@$$J0YAXHPAFF@Z
10b15c38	.text	20	1	10c2a3b6	ghidra+raw	_vcomp_reduction_i2
10b15c50	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_reduction_i1@@$$J0YAXHPADD@Z
10b15c78	.text	20	1	10c2a3b6	ghidra+raw	_vcomp_reduction_i1
10b15c8c	.text	36	1	10c2a3b6	ghidra+raw	?_vcomp_ordered_loop_end@@$$J0YAXXZ
10b15cb0	.text	24	1	10c2a3b6	ghidra+raw	_vcomp_ordered_loop_end
10b15cc8	.text	31	1	10c2a3b6	ghidra+raw	?_vcomp_ordered_end@@$$J0YAXXZ
10b15ce8	.text	19	1	10c2a3b6	ghidra+raw	_vcomp_ordered_end
10b15cfc	.text	33	1	10c2a3b6	ghidra+raw	?_vcomp_ordered_begin@@$$J0YAXXZ
10b15d20	.text	21	1	10c2a3b6	ghidra+raw	_vcomp_ordered_begin
10b15d38	.text	30	1	10c2a3b6	ghidra+raw	?_vcomp_master_end@@$$J0YAXXZ
10b15d58	.text	18	1	10c2a3b6	ghidra+raw	_vcomp_master_end
10b15d6c	.text	32	1	10c2a3b6	ghidra+raw	?_vcomp_master_begin@@$$J0YAHXZ
10b15d8c	.text	20	1	10c2a3b6	ghidra+raw	_vcomp_master_begin
10b15da0	.text	37	1	10c2a3b6	ghidra+raw	?_vcomp_leave_critsect@@$$J0YAXPAX@Z
10b15dc8	.text	22	1	10c2a3b6	ghidra+raw	_vcomp_leave_critsect
10b15de8	.text	55	1	10c2a3b6	ghidra+raw	?_vcomp_for_static_simple_init_i8@@$$J0YAX_J00HPA_J1@Z
10b15e20	.text	33	1	10c2a3b6	ghidra+raw	_vcomp_for_static_simple_init_i8
10b15e4c	.text	50	1	10c2a3b6	ghidra+raw	?_vcomp_for_static_simple_init@@$$J0YAXHHHHPAH0@Z
10b15e80	.text	30	1	10c2a3b6	ghidra+raw	_vcomp_for_static_simple_init
10b15eac	.text	51	1	10c2a3b6	ghidra+raw	?_vcomp_for_static_init_i8@@$$J0YAX_J000PA_J1111@Z
10b15ee0	.text	26	1	10c2a3b6	ghidra+raw	_vcomp_for_static_init_i8
10b15f08	.text	46	1	10c2a3b6	ghidra+raw	?_vcomp_for_static_init@@$$J0YAXHHHHPAH0000@Z
10b15f38	.text	23	1	10c2a3b6	ghidra+raw	_vcomp_for_static_init
10b15f50	.text	34	1	10c2a3b6	ghidra+raw	?_vcomp_for_static_end@@$$J0YAXXZ
10b15f74	.text	22	1	10c2a3b6	ghidra+raw	_vcomp_for_static_end
10b15f90	.text	44	1	10c2a3b6	ghidra+raw	?_vcomp_for_dynamic_next_i8@@$$J0YAHPA_J0@Z
10b15fbc	.text	27	1	10c2a3b6	ghidra+raw	_vcomp_for_dynamic_next_i8
10b15fdc	.text	40	1	10c2a3b6	ghidra+raw	?_vcomp_for_dynamic_next@@$$J0YAHPAH0@Z
10b16004	.text	24	1	10c2a3b6	ghidra+raw	_vcomp_for_dynamic_next
10b16024	.text	45	1	10c2a3b6	ghidra+raw	?_vcomp_for_dynamic_init_i8@@$$J0YAXH_J000@Z
10b16054	.text	27	1	10c2a3b6	ghidra+raw	_vcomp_for_dynamic_init_i8
10b16078	.text	41	1	10c2a3b6	ghidra+raw	?_vcomp_for_dynamic_init@@$$J0YAXHHHHH@Z
10b160a4	.text	24	1	10c2a3b6	ghidra+raw	_vcomp_for_dynamic_init
10b160c0	.text	29	1	10c2a3b6	ghidra+raw	?_vcomp_fork@@$$J0YAXHHPAXZZ
10b160e0	.text	12	1	10c2a3b6	ghidra+raw	_vcomp_fork
10b160ec	.text	26	1	10c2a3b6	ghidra+raw	?_vcomp_flush@@$$J0YAXHZZ
10b16108	.text	13	1	10c2a3b6	ghidra+raw	_vcomp_flush
10b1611c	.text	39	1	10c2a3b6	ghidra+raw	?_vcomp_enter_critsect@@$$J0YAXPAPAX@Z
10b16144	.text	22	1	10c2a3b6	ghidra+raw	_vcomp_enter_critsect
10b1615c	.text	41	1	10c2a3b6	ghidra+raw	?_vcomp_copyprivate_receive@@$$J0YAPAXXZ
10b16188	.text	27	1	10c2a3b6	ghidra+raw	_vcomp_copyprivate_receive
10b161a4	.text	42	1	10c2a3b6	ghidra+raw	?_vcomp_copyprivate_broadcast@@$$J0YAXHZZ
10b161d0	.text	29	1	10c2a3b6	ghidra+raw	_vcomp_copyprivate_broadcast
10b161f0	.text	34	1	10c2a3b6	ghidra+raw	?_vcomp_master_barrier@@$$J0YAXXZ
10b16214	.text	22	1	10c2a3b6	ghidra+raw	_vcomp_master_barrier
10b1622c	.text	27	1	10c2a3b6	ghidra+raw	?_vcomp_barrier@@$$J0YAXXZ
10b16248	.text	15	1	10c2a3b6	ghidra+raw	_vcomp_barrier
10b16290	.text	94	2	10b958de,10b92fe2	ghidra	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\optimize.c
10b162f0	.text	5	0		raw	CODE
10b162f8	.text	11	1	10b968b0	ghidra+raw	%s$%s$%d%s
10b16304	.text	9	1	10b968b0	ghidra+raw	$%s$%d%s
10b163a0	.text	94	5	10b97502,10b97584,10b9761e	ghidra	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\p2pragma.c
10b16400	.text	20	0		ghidra+raw	_CAP_Exit_Function
10b16414	.text	20	0		ghidra+raw	_CAP_Enter_Function
10b16428	.text	8	1	10c07c6c	ghidra+raw	__pexit
10b16430	.text	9	1	10c0b8ca	ghidra+raw	__penter
10b1643c	.text	6	0		raw	??$?1
10b16448	.text	6	0		raw	??$?0
10b16454	.text	8	1		ghidra+raw	DllMain
10b1645c	.text	7	2		ghidra+raw	_wmain
10b16464	.text	6	2		ghidra+raw	wmain
10b1646c	.text	6	2		ghidra+raw	_main
10b16474	.text	5	0		raw	main
10b16538	.text	94	16	10b97dfb,10b97fc5,10b97fed,10b9814c,10b9885e,10b9893b,10b98e26,10b991be,10b9967e,10b99a37,10b99dfe,10b9a897,10b9ae94,10b9b161,10b9b7aa,10b9b8e9	ghidra	e:\\bt\\278379\\vctools\\compiler\\be\\p2\\p2symtab.c
10b16598	.text	9	1	10b97dfb	ghidra+raw	[thunk]:
10b165a4	.text	10	1	10b97dfb	ghidra+raw	`adjustor
10b165b0	.text	9	2	10b982d6	ghidra+raw	.xdata$x
10b165bc	.text	8	1	10b982d6	ghidra+raw	.text$x
10b165c4	.text	9	2	10b982d6	ghidra+raw	.debug$S
10b165d0	.text	9	1	10b982d6	ghidra+raw	.debug$T
10b165dc	.text	9	1	10b982d6	ghidra+raw	.debug$P
10b165e8	.text	6	3	10b9b8e9,10b982d6	ghidra+raw	.tls$
10b165f0	.text	6	4	10b982d6,10ba34e8,10be7727	ghidra+raw	.text
10b165f8	.text	5	0		raw	.bss
10b16600	.text	7	4	10b982d6,10be7727	ghidra+raw	.rdata
10b1660c	.text	10	1	10b99740	ghidra+raw	Decorated
10b16624	.text	10	1	10b99dfe	ghidra+raw	__unwind$
10b16630	.text	9	1	10b99dfe	ghidra+raw	__catch$
10b16640	.text	14	1	10b99dfe	ghidra+raw	__annotation$
10b16658	.text	5	0		raw	DATA
10b16668	.text	12	1	10b9b8e9	ghidra	.tls$
10b16678	.text	6	1		ghidra+raw	Plain
10b1668c	.text	39	1	10b9d6be	ghidra	CNT:\tDynamic instruction count: %I64d\n
10b166b4	.text	21	2	10b9ddd7,10ba1248	ghidra+raw	DmGetPgoModuleHandle
10b166cc	.text	18	1	10b9ddd7	ghidra+raw	DmPgoSaveSnapshot
10b166e0	.text	24	1	10b9ddd7	ghidra+raw	DmPgoStopDataCollection
10b166f8	.text	25	1	10b9ddd7	ghidra+raw	DmPgoStartDataCollection
10b16714	.text	14	1	10b9ddd7	ghidra+raw	PogoAutoSweep
10b16724	.text	39	1	10b9df2f	ghidra	WRN:\t%s was not probed; Pogo disabled\n
10b1674c	.text	20	1	10b9df2f	ghidra	OPT:\tLink order %d\n
10b16760	.text	24	1	10b9df2f	ghidra	OPT:\tOptimizing for %s\n
10b16778	.text	5	0		raw	Size
10b16780	.text	6	2	10b9df2f	ghidra+raw	Speed
10b16788	.text	41	2	10b9df2f	ghidra	ERR:\t%s was not profiled; Pogo disabled\n
10b167b8	.text	83	1	10b9df2f	ghidra	\n-------------------------------------------------\nCompiling: %s (%s)\n(Module %s)\n
10b16810	.text	107	1	10b9e3d3	ghidra	%s is not a Pogo inline candidate because the call graph is incomplete (copy prop due to other inlining?)\n
10b1687c	.text	48	1	10b9e3d3	ghidra	%s is not a Pogo inline candidate (recursion?)\n
10b168ac	.text	49	1	10b9e3d3	ghidra	%s not an inline candidate (EE_POGONEVERINLINE)\n
10b168e0	.text	36	1	10b9e3d3	ghidra	%s (call site %d) was not profiled\n
10b16904	.text	29	1	10b9e3d3	ghidra	ERR:\tinline candidate %s in 
10b16909	.text	24	0		raw	inline candidate %s in 
10b16924	.text	58	1	10b9e3d3	ghidra	%s not a candidate because the call site wasn't profiled\n
10b16960	.text	12	4	10b9e3d3	ghidra	WRN:\t%s in 
10b16965	.text	7	0		raw	%s in 
10b1696c	.text	63	1	10b9e3d3	ghidra	\tERR:\tinline function %s has been edited; Inlinee not inlined\n
10b169ac	.text	18	1	10b9e796	ghidra	%s but can't: %s\n
10b169c0	.text	35	1	10b9e796	ghidra	ERR:\tPogo wants to inline %s into 
10b169c5	.text	30	0		raw	Pogo wants to inline %s into 
10b169e4	.text	47	1	10b9ecf3	ghidra	INF:\tZero trip test thwarted due to intrinsic\n
10b16a14	.text	40	1	10b9ecf3	ghidra	INF:\tZero trip test thwarted due to EH\n
10b16a3c	.text	57	1	10b9ecf3	ghidra	INF:\tZero trip test thwarted due to switch/except probe\n
