# DISASSEMBLY-DERIVED — generated by docs/whitebox/scripts/build_map.py.
# Do not hand-edit; do not paste any value into crates/ without a
# docs/whitebox/DISCLOSURE.md entry. 'unknown' is a valid, respectable value.
addr	size	symbol_or_empty	cluster	confidence	ncallers	ncallees	evidence
10b69d30	59		unknown	unknown	2	1	-
10b69d6b	59		unknown	unknown	5	1	-
10b69da6	81		unknown	unknown	1	2	-
10b69df7	50		unknown	unknown	3	1	-
10b69e29	68		unknown	unknown	13	1	-
10b69e6d	1188		unknown	unknown	3	27	-
10b6a311	152		unknown	unknown	1	6	-
10b6a3a9	384		unknown	unknown	1	7	-
10b6a529	100		unknown	unknown	1	1	-
10b6a58d	58		unknown	unknown	3	1	-
10b6a5c7	66		unknown	unknown	2	2	-
10b6a609	1763		unknown	unknown	1	11	-
10b6acec	2445		unknown	unknown	1	21	-
10b6b679	107		unknown	unknown	1	5	-
10b6b6e4	46		unknown	unknown	1	2	-
10b6b712	526		unknown	unknown	2	5	-
10b6b78a	161		unknown	unknown	1	5	-
10b6b82b	16		unknown	unknown	1	1	-
10b6b83b	156		unknown	unknown	1	2	-
10b6b8d7	69		unknown	unknown	3	1	-
10b6b91c	154		unknown	unknown	1	3	-
10b6b9b6	212		unknown	unknown	1	5	-
10b6ba8a	142		unknown	unknown	1	3	-
10b6bb18	260		unknown	unknown	1	5	-
10b6bc1c	402		unknown	unknown	5	9	-
10b6bdae	55		unknown	unknown	5	1	-
10b6bde5	97		unknown	unknown	1	3	-
10b6be46	387		unknown	unknown	1	4	-
10b6bfc9	441		unknown	unknown	1	6	-
10b6c182	88		unknown	unknown	1	3	-
10b6c1da	431		unknown	unknown	1	9	-
10b6c389	157		unknown	unknown	1	4	-
10b6c426	32		unknown	unknown	1	2	-
10b6c446	1715		unknown	unknown	2	13	-
10b6caf9	49		unknown	unknown	1	3	-
10b6cb2a	5501		unknown	unknown	1	43	-
10b6e0dd	1309		unknown	unknown	1	37	-
10b6e5fa	50		unknown	unknown	2	0	-
10b6e62c	116		unknown	unknown	2	1	-
10b6e6a0	51		unknown	unknown	2	1	-
10b6e6d3	85		unknown	unknown	2	1	-
10b6e728	11		unknown	unknown	1	1	-
10b6e733	201		unknown	unknown	2	5	-
10b6e7fc	25		unknown	unknown	2	1	-
10b6e815	65		unknown	unknown	4	3	-
10b6e856	274		unknown	unknown	2	10	-
10b6e968	31		unknown	unknown	1	0	-
10b6e987	2	thunk_FUN_10b6e990	thunk	high	10	0	ghidra-resolved thunk: thunk_FUN_10b6e990
10b6e990	18		unknown	unknown	0	0	-
10b6e99b	174		unknown	unknown	2	5	-
10b6ea49	214		unknown	unknown	1	3	-
10b6eb1f	124		unknown	unknown	1	2	-
10b6eb9b	298		unknown	unknown	1	5	-
10b6ecc5	118		unknown	unknown	1	1	-
10b6ed3b	262		unknown	unknown	1	5	-
10b6ee41	19		unknown	unknown	2	0	-
10b6ee54	43		unknown	unknown	2	1	-
10b6ee7f	108		unknown	unknown	1	1	-
10b6eeeb	30		unknown	unknown	2	0	-
10b6ef09	24		unknown	unknown	1	2	-
10b6ef21	905		unknown	unknown	3	14	-
10b6f2aa	8		unknown	unknown	9	1	-
10b6f2b2	8		unknown	unknown	8	1	-
10b6f2ba	347		unknown	unknown	1	3	-
10b6f415	48		unknown	unknown	2	1	-
10b6f445	43		unknown	unknown	1	1	-
10b6f470	34		unknown	unknown	2	2	-
10b6f492	1244		unknown	unknown	1	28	-
10b6f96e	53		unknown	unknown	3	2	-
10b6f9a3	46		unknown	unknown	3	2	-
10b6f9d1	46		unknown	unknown	2	2	-
10b6f9ff	84		unknown	unknown	4	4	-
10b6fa53	46		unknown	unknown	2	2	-
10b6fa81	46		unknown	unknown	2	2	-
10b6faaf	301		unknown	unknown	3	16	-
10b6fbdc	153		unknown	unknown	2	5	-
10b6fc75	255		unknown	unknown	1	8	-
10b6fd74	43		unknown	unknown	31	2	-
10b6fd9f	27		unknown	unknown	2	2	-
10b6fdba	60		unknown	unknown	2	2	-
10b6fdf6	11		unknown	unknown	2	0	-
10b6fe01	135		unknown	unknown	1	2	-
10b6fedd	181		unknown	unknown	2	1	str:Possible branch flush penalty | Possible load-hit-store condition | ; %9s  %5u   %6u  %s\n
10b6ff92	342		unknown	unknown	1	4	str:, VMX IPC = %u/%u = %0.3f | ; Estimated block IPC = %u/%u = %0.3f
10b700e8	359		unknown	unknown	1	7	-
10b7024f	40		unknown	unknown	1	0	-
10b70277	464		unknown	unknown	1	5	-
10b70447	114		unknown	unknown	1	1	-
10b704b9	29		unknown	unknown	4	2	-
10b704d6	141		unknown	unknown	14	1	-
10b70563	135		unknown	unknown	2	1	-
10b705ea	27		unknown	unknown	9	1	-
10b70605	44		unknown	unknown	3	3	-
10b70631	190		unknown	unknown	4	8	-
10b706ef	431		unknown	unknown	1	8	str:\t\ttaken %I64u, not-taken %I64u | \t\ttaken %I64u(%u%%), not-taken %I64u(%
10b7089e	282		unknown	unknown	1	3	str:0%.8lxr | 0%.8lx%.8lxr | %ld DUP(
10b709b8	421		unknown	unknown	1	5	str:%ld DUP( | 0%01xH | 0%lxH
10b70b5d	23		unknown	unknown	1	0	-
10b70b74	94		unknown	unknown	2	1	-
10b70bd2	32		unknown	unknown	1	0	-
10b70bf2	26		unknown	unknown	2	0	-
10b70c0c	42		unknown	unknown	1	0	str:DWORD | QWORD
10b70c36	34		unknown	unknown	1	0	str:DWORD
10b70c58	227		unknown	unknown	3	4	str: File %s
10b70d3b	69		unknown	unknown	1	0	-
10b70d98	38		unknown	unknown	2	1	str:; Line %ld
10b70dbe	153		unknown	unknown	1	4	str: Listing generated by %s  | Microsoft (R) Optimizing Compiler Versio
10b70e57	447		unknown	unknown	1	5	str: /QVMXReserve |  /QGPRReserve |  /RTC
10b71016	414		unknown	unknown	1	3	str: Instrs(%d) Bytes(%d) |  Out( |  Count(%I64d)
10b711b4	209		unknown	unknown	1	5	str: %-5lu: %s
10b71285	159		unknown	unknown	1	3	-
10b71324	198		unknown	unknown	0	5	str:PUBLIC
10b713ea	234		unknown	unknown	0	6	str:%s:%s | EXTRN
10b71709	168		unknown	unknown	0	5	str:0%xH DUP (?)
10b717b1	386		unknown	unknown	1	3	-
10b71933	362		unknown	unknown	0	11	str:e:\\bt\\278379\\vctools\\compiler\\be\\p | FLAT: | ALIGN\t%s
10b71cda	34		unknown	unknown	2	2	-
10b71cfc	147		unknown	unknown	1	7	-
10b71d8f	2311		unknown	unknown	1	28	str:; Estimated VMX IPC = %d/%d = %0.3f | ; Estimated IPC = %d/%d = %0.3f |  Scenario dead code below
10b72696	96		unknown	unknown	1	2	-
10b726f6	18		unknown	unknown	1	0	-
10b72708	49		unknown	unknown	1	1	-
10b72739	23		unknown	unknown	1	1	-
10b72750	11		unknown	unknown	1	1	-
10b7275b	40		unknown	unknown	1	1	-
10b72783	41		unknown	unknown	1	1	-
10b727ac	149		unknown	unknown	1	1	-
10b72841	29		unknown	unknown	1	0	-
10b7285e	2	thunk_FUN_10b72866	thunk	high	2	0	ghidra-resolved thunk: thunk_FUN_10b72866
10b72866	17		unknown	unknown	0	0	-
10b72871	493		unknown	unknown	1	9	-
10b72a5e	28		unknown	unknown	1	1	-
10b72a7a	52		unknown	unknown	1	3	-
10b72aae	164		unknown	unknown	1	5	-
10b72b52	111		unknown	unknown	1	3	-
10b72bc1	8		unknown	unknown	1	1	-
10b72bc9	65		unknown	unknown	0	3	-
10b72c0a	193		unknown	unknown	1	8	str:ILFILE | .cil$
10b72ccb	73		unknown	unknown	1	0	-
10b72d14	311		unknown	unknown	1	8	str:ILFILE | .cil$fg
10b72e4b	94		only-from:msobj-client	medium	1	1	all 1 callers in cluster msobj-client
10b72ea9	33		only-from:msobj-client	medium	1	3	all 1 callers in cluster msobj-client
10b72eca	64		unknown	unknown	1	0	-
10b72f0a	5	thunk_FUN_10c1bdc0	thunk	high	1	0	ghidra-resolved thunk: thunk_FUN_10c1bdc0
10b72f0f	18		unknown	unknown	1	0	-
10b72f21	17		unknown	unknown	1	1	-
10b72f32	86		unknown	unknown	1	4	-
10b72f88	71		unknown	unknown	1	0	-
10b72fcf	24		unknown	unknown	0	1	-
10b72fe7	182		unknown	unknown	1	5	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10b7309e	219		unknown	unknown	1	2	-
10b73179	5	thunk_FUN_10b7309e	thunk	high	0	0	ghidra-resolved thunk: thunk_FUN_10b7309e
10b7317e	50		unknown	unknown	0	0	-
10b731b0	5	thunk_FUN_10b7317e	thunk	high	0	0	ghidra-resolved thunk: thunk_FUN_10b7317e
10b731b5	13		unknown	unknown	0	0	-
10b731c2	33		unknown	unknown	1	1	-
10b731e3	5	thunk_FUN_10b731c2	thunk	high	0	0	ghidra-resolved thunk: thunk_FUN_10b731c2
10b731e8	47		unknown	unknown	0	1	-
10b73217	32		unknown	unknown	0	2	-
10b73237	5	thunk_FUN_10b73217	thunk	high	0	0	ghidra-resolved thunk: thunk_FUN_10b73217
10b7323c	21		unknown	unknown	0	0	-
10b73251	38		unknown	unknown	0	1	-
10b73277	5	thunk_FUN_10b73251	thunk	high	0	0	ghidra-resolved thunk: thunk_FUN_10b73251
10b7327c	10		unknown	unknown	1	1	-
10b73286	56		unknown	unknown	3	0	-
10b732be	35		unknown	unknown	0	2	-
10b732e1	15		unknown	unknown	0	1	-
10b732f0	12		unknown	unknown	0	1	-
10b732fc	12		unknown	unknown	0	1	-
10b73308	136		unknown	unknown	0	3	-
10b73390	40		unknown	unknown	1	1	-
10b733b8	5	thunk_FUN_10b29fbf	thunk	high	0	0	ghidra-resolved thunk: thunk_FUN_10b29fbf
10b733bd	19		unknown	unknown	0	1	-
10b733d0	5	thunk_FUN_10b29fcc	thunk	high	0	0	ghidra-resolved thunk: thunk_FUN_10b29fcc
10b733d5	45		unknown	unknown	0	1	-
10b73402	5	thunk_FUN_10b29e1f	thunk	high	0	0	ghidra-resolved thunk: thunk_FUN_10b29e1f
10b73407	12		unknown	unknown	0	1	-
10b73413	12		unknown	unknown	0	1	-
10b7341f	65		unknown	unknown	0	4	-
10b73460	15		unknown	unknown	0	1	-
10b7346f	13		unknown	unknown	0	1	-
10b7347c	12		unknown	unknown	0	1	-
10b73488	12		unknown	unknown	0	1	-
10b73494	5	thunk_FUN_10b29e87	thunk	high	0	0	ghidra-resolved thunk: thunk_FUN_10b29e87
10b73499	5	thunk_FUN_10b29f09	thunk	high	0	0	ghidra-resolved thunk: thunk_FUN_10b29f09
10b7349e	5	thunk_FUN_10b29e63	thunk	high	1	0	ghidra-resolved thunk: thunk_FUN_10b29e63
10b734a3	28		unknown	unknown	0	2	-
10b734bf	56		unknown	unknown	0	4	-
10b734f7	1	__break	unknown	unknown	4	0	-
10b734f8	12		unknown	unknown	0	1	-
10b73504	12		unknown	unknown	0	1	-
10b73510	12		unknown	unknown	0	1	-
10b7351c	12		unknown	unknown	0	1	-
10b73528	12		unknown	unknown	0	1	-
10b73534	12		unknown	unknown	0	1	-
10b73540	12		unknown	unknown	0	1	-
10b7354c	12		unknown	unknown	0	1	-
10b73558	12		unknown	unknown	0	1	-
10b73564	12		unknown	unknown	0	1	-
10b73570	12		unknown	unknown	0	1	-
10b7357c	12		unknown	unknown	0	1	-
10b73588	12		unknown	unknown	0	1	-
10b73594	18		unknown	unknown	0	1	-
10b735a6	37		unknown	unknown	0	3	-
10b735cb	37		unknown	unknown	0	3	-
10b735f0	5	thunk_FUN_10b2a041	thunk	high	0	0	ghidra-resolved thunk: thunk_FUN_10b2a041
10b735f5	36		unknown	unknown	0	2	-
10b73619	15		unknown	unknown	0	1	-
10b73628	12		unknown	unknown	0	1	-
10b73634	15		unknown	unknown	0	3	-
10b73643	28		unknown	unknown	5	0	-
10b7365f	57		unknown	unknown	1	0	-
10b73698	59		unknown	unknown	1	1	-
10b736d3	64		unknown	unknown	1	0	-
10b73713	67		unknown	unknown	2	0	-
10b73756	44		unknown	unknown	3	2	-
10b73782	73		unknown	unknown	2	2	-
10b737cb	151		unknown	unknown	0	3	-
10b73862	6		unknown	unknown	0	0	-
10b73868	39		unknown	unknown	1	1	-
10b7388f	48		unknown	unknown	1	0	-
10b738bf	100		unknown	unknown	1	2	-
10b73923	805		unknown	unknown	1	22	str:-compiler:
10b73c48	709		only-from:msobj-client	medium	1	12	all 1 callers in cluster msobj-client
10b73f0e	30		unknown	unknown	2	4	-
10b73f2c	90		unknown	unknown	1	5	-
10b73f86	133		unknown	unknown	0	6	-
10b7400b	251		unknown	unknown	0	2	-
10b74106	5	thunk_FUN_10b735a6	thunk	high	0	0	ghidra-resolved thunk: thunk_FUN_10b735a6
10b74149	237		unknown	unknown	2	3	-
10b74236	363		unknown	unknown	0	11	str:__security_check_cookie
10b743a1	17		unknown	unknown	2	2	-
10b743b2	518		unknown	unknown	2	6	-
10b745b8	211		unknown	unknown	1	4	-
10b7468b	125		unknown	unknown	1	0	-
10b74708	28		unknown	unknown	2	0	-
10b74724	62		unknown	unknown	1	0	-
10b74762	28		unknown	unknown	2	2	-
10b7477e	77		unknown	unknown	2	1	-
10b747cb	184		unknown	unknown	1	0	-
10b74883	27		unknown	unknown	3	1	-
10b7489e	42		unknown	unknown	2	1	-
10b748c8	70		unknown	unknown	1	1	-
10b7490e	63		unknown	unknown	1	3	-
10b7494d	125		unknown	unknown	3	1	-
10b749ca	56		unknown	unknown	2	0	-
10b74a02	166		unknown	unknown	1	0	-
10b74aa8	2	thunk_FUN_10b74aad	thunk	high	1	0	ghidra-resolved thunk: thunk_FUN_10b74aad
10b74aad	13		unknown	unknown	0	0	-
10b74ab7	135		unknown	unknown	1	1	-
10b74b3e	21		unknown	unknown	1	0	-
10b74b53	141		unknown	unknown	3	3	-
10b74be0	121		unknown	unknown	1	5	-
10b74c59	218		unknown	unknown	1	4	-
10b74d33	44		unknown	unknown	2	0	-
10b74d5f	37		unknown	unknown	1	1	-
10b74d84	77		unknown	unknown	2	3	-
10b74dd1	225		unknown	unknown	2	5	-
10b74eb2	61		unknown	unknown	1	1	-
10b74eef	243		unknown	unknown	2	6	-
10b74fe2	206		unknown	unknown	2	0	-
10b750b0	27		unknown	unknown	1	0	-
10b750cb	654		unknown	unknown	1	9	-
10b75359	120		unknown	unknown	1	3	-
10b753d1	33		unknown	unknown	2	0	-
10b753f2	27		unknown	unknown	2	1	-
10b7540d	58		unknown	unknown	1	1	-
10b75447	399		unknown	unknown	1	1	-
10b755d6	329		unknown	unknown	1	1	-
10b7571f	314		unknown	unknown	1	1	-
10b75859	111		unknown	unknown	5	1	-
10b758c8	83		unknown	unknown	1	2	-
10b7591b	60		unknown	unknown	1	1	-
10b75957	18		unknown	unknown	1	0	-
10b75969	148		unknown	unknown	1	1	-
10b759fd	59		unknown	unknown	1	0	-
10b75a38	117		unknown	unknown	1	1	-
10b75aad	47		unknown	unknown	1	0	-
10b75adc	181		unknown	unknown	1	2	-
10b75b91	218		unknown	unknown	1	1	-
10b75c6b	80		unknown	unknown	2	1	-
10b75cbb	96		unknown	unknown	3	1	-
10b75d1b	96		unknown	unknown	3	2	-
10b75d7b	163		unknown	unknown	1	2	-
10b75e1e	71		unknown	unknown	2	1	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10b75e65	25		unknown	unknown	6	0	-
10b75e7e	90		unknown	unknown	4	3	-
10b75ed8	2	thunk_FUN_10b75ee7	thunk	high	4	0	ghidra-resolved thunk: thunk_FUN_10b75ee7
10b75ee7	18		unknown	unknown	0	0	-
10b75eec	92		unknown	unknown	1	3	-
10b75f48	243		unknown	unknown	3	3	-
10b7603b	469		unknown	unknown	1	0	-
10b76210	641		unknown	unknown	1	9	-
10b76491	269		unknown	unknown	1	7	-
10b7659e	23		unknown	unknown	7	0	-
10b765b5	296		unknown	unknown	2	4	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10b766de	53		unknown	unknown	1	2	-
10b76713	78		unknown	unknown	1	4	-
10b76761	121		unknown	unknown	1	1	-
10b767da	136		unknown	unknown	1	2	-
10b76862	118		unknown	unknown	1	0	-
10b768d8	151		unknown	unknown	1	1	-
10b7696f	163		unknown	unknown	1	1	-
10b76a12	297		unknown	unknown	2	3	-
10b76b3b	109		unknown	unknown	1	2	-
10b76ba8	37		unknown	unknown	1	0	-
10b76bcd	160		unknown	unknown	1	5	-
10b76c6d	41		unknown	unknown	2	1	-
10b76c96	89		unknown	unknown	1	1	-
10b76cef	77		unknown	unknown	1	1	-
10b76d3c	174		unknown	unknown	1	6	-
10b76dea	72		unknown	unknown	2	2	-
10b76e32	143		unknown	unknown	1	4	-
10b76ec1	160		unknown	unknown	2	3	-
10b76f61	28		unknown	unknown	1	0	-
10b76f7d	95		unknown	unknown	1	0	-
10b76fdc	31		unknown	unknown	1	0	-
10b76ffb	38		unknown	unknown	1	1	-
10b77021	49		unknown	unknown	2	1	-
10b77052	433		unknown	unknown	1	8	-
10b77203	25		unknown	unknown	1	0	-
10b7721c	47		unknown	unknown	1	3	-
10b7724b	208		unknown	unknown	1	6	-
10b7731b	121		unknown	unknown	1	2	-
10b77394	44		unknown	unknown	1	0	-
10b773c0	32		unknown	unknown	1	1	-
10b773e0	252		unknown	unknown	3	0	-
10b774dc	44		unknown	unknown	1	0	-
10b77508	42		unknown	unknown	1	0	-
10b77532	21		unknown	unknown	1	1	-
10b77547	271		unknown	unknown	1	3	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10b77656	63		unknown	unknown	2	1	-
10b77695	25		unknown	unknown	1	1	-
10b776ae	281		unknown	unknown	2	3	-
10b777c7	39		unknown	unknown	1	2	-
10b777ee	289		unknown	unknown	1	1	-
10b7790f	368		unknown	unknown	1	1	-
10b77a7f	551		unknown	unknown	2	0	-
10b77ca6	98		unknown	unknown	1	0	-
10b77d08	65		unknown	unknown	1	1	-
10b77d49	46		unknown	unknown	5	0	-
10b77d77	54		unknown	unknown	1	1	-
10b77dad	194		unknown	unknown	3	3	-
10b77e6f	168		unknown	unknown	1	0	-
10b77f17	117		unknown	unknown	1	0	-
10b77f8c	19		unknown	unknown	12	0	-
10b77f9f	99		unknown	unknown	1	2	-
10b78002	121		unknown	unknown	2	3	-
10b7807b	90		unknown	unknown	1	2	-
10b780d5	56		unknown	unknown	2	2	-
10b7810d	179		unknown	unknown	1	4	-
10b781c0	46		unknown	unknown	1	1	-
10b781ee	342		unknown	unknown	1	11	-
10b78344	185		unknown	unknown	2	3	-
10b783fd	1017		unknown	unknown	3	3	-
10b787f6	329		unknown	unknown	1	4	-
10b7893f	185		unknown	unknown	1	3	-
10b789f8	264		unknown	unknown	1	5	-
10b78b00	181		unknown	unknown	2	4	-
10b78bb5	368		unknown	unknown	1	8	-
10b78d25	164		unknown	unknown	1	1	-
10b78dc9	103		unknown	unknown	1	1	-
10b78e30	356		unknown	unknown	1	12	-
10b78f94	66		unknown	unknown	2	3	-
10b78fd6	83		unknown	unknown	1	1	-
10b79029	471		unknown	unknown	1	7	-
10b79200	47		unknown	unknown	2	2	-
10b7922f	529		unknown	unknown	1	11	-
10b79440	933		unknown	unknown	1	10	-
10b797e5	80		unknown	unknown	4	1	-
10b79835	211		unknown	unknown	1	3	-
10b79908	435		unknown	unknown	1	9	-
10b79abb	113		unknown	unknown	1	1	-
10b79b2c	653		unknown	unknown	1	4	-
10b79db9	116		unknown	unknown	1	2	-
10b79e2d	41		unknown	unknown	1	1	-
10b79e56	821		unknown	unknown	1	15	-
10b7a18b	620		unknown	unknown	1	4	-
10b7a3f7	313		unknown	unknown	2	2	-
10b7a530	475		unknown	unknown	2	12	-
10b7a70b	108		unknown	unknown	3	3	-
10b7a777	125		unknown	unknown	4	2	-
10b7a7f4	188		unknown	unknown	4	2	-
10b7a8b0	805		unknown	unknown	1	8	-
10b7abd5	307		unknown	unknown	1	6	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10b7ad08	319		unknown	unknown	1	7	-
10b7ae47	100		unknown	unknown	2	3	-
10b7aeab	603		unknown	unknown	1	8	-
10b7b106	73		unknown	unknown	1	2	-
10b7b14f	177		unknown	unknown	4	2	-
10b7b200	842		unknown	unknown	2	30	-
10b7b54a	652		unknown	unknown	2	17	-
10b7b7d6	895		unknown	unknown	3	23	-
10b7bb55	143		unknown	unknown	1	2	-
10b7bbe4	324		unknown	unknown	2	5	-
10b7bd28	187		unknown	unknown	2	1	-
10b7bde3	145		unknown	unknown	1	1	-
10b7be74	276		unknown	unknown	3	2	-
10b7bf88	191		unknown	unknown	1	6	-
10b7c047	47		unknown	unknown	1	1	-
10b7c076	95		unknown	unknown	1	2	-
10b7c0d5	513		unknown	unknown	1	12	-
10b7c2d6	930		unknown	unknown	2	21	-
10b7c678	760		unknown	unknown	1	11	-
10b7c970	70		unknown	unknown	1	3	-
10b7c9b6	310		unknown	unknown	1	1	-
10b7caec	47		unknown	unknown	2	2	-
10b7cb1b	60		unknown	unknown	1	6	-
10b7cb57	393		unknown	unknown	1	3	-
10b7cce0	236		unknown	unknown	1	7	-
10b7cdcc	165		unknown	unknown	1	4	-
10b7ce71	172		unknown	unknown	1	3	-
10b7cf1d	99		unknown	unknown	1	1	-
10b7cf80	183		unknown	unknown	1	8	-
10b7d037	64		unknown	unknown	1	4	-
10b7d077	45		unknown	unknown	1	2	-
10b7d0a4	507		unknown	unknown	2	11	-
10b7d29f	289		unknown	unknown	1	8	-
10b7d3c0	494		unknown	unknown	2	14	-
10b7d5ae	245		unknown	unknown	1	8	-
10b7d6a3	151		unknown	unknown	1	7	-
10b7d73a	61		unknown	unknown	2	5	-
10b7d777	185		unknown	unknown	1	11	-
10b7d830	46		unknown	unknown	2	2	-
10b7d85e	920		unknown	unknown	1	28	-
10b7dbf6	91		unknown	unknown	1	5	-
10b7dc51	219		unknown	unknown	1	5	-
10b7dd2c	211		unknown	unknown	1	9	-
10b7ddff	75		unknown	unknown	1	4	-
10b7de4a	139		unknown	unknown	1	5	-
10b7ded5	130		unknown	unknown	1	6	-
10b7df57	219		unknown	unknown	1	7	-
10b7e032	225		unknown	unknown	1	11	-
10b7e113	177		unknown	unknown	4	5	-
10b7e1c4	116		unknown	unknown	5	7	-
10b7e238	31		unknown	unknown	1	0	-
10b7e257	31		unknown	unknown	2	2	-
10b7e276	99		unknown	unknown	2	5	-
10b7e2d9	51		unknown	unknown	2	2	-
10b7e30c	45		unknown	unknown	4	2	-
10b7e339	275		unknown	unknown	0	6	str:%s[0x%p:0x%p] | e:\\bt\\278379\\vctools\\compiler\\be\\p
10b7e44d	163		unknown	unknown	0	4	str:%s[0x%p:0x%p] | e:\\bt\\278379\\vctools\\compiler\\be\\p
10b7e4f0	251		unknown	unknown	1	13	str:MSC_CMD_FLAGS
10b7e616	110		unknown	unknown	1	7	-
10b7e6af	106		unknown	unknown	1	9	-
10b7e719	464		unknown	unknown	4	15	-
10b7e8e9	450		unknown	unknown	1	21	-
10b7eaab	481		unknown	unknown	1	15	-
10b7ec8c	387		unknown	unknown	3	12	-
10b7ee0f	28		unknown	unknown	7	0	-
10b7ee2b	59		unknown	unknown	2	5	-
10b7ee91	196		unknown	unknown	1	4	-
10b7ef55	171		unknown	unknown	1	11	-
10b7f000	34		unknown	unknown	1	1	-
10b7f1ff	837		unknown	unknown	1	31	-
10b7f369	34		unknown	unknown	1	3	-
10b7f3b6	49		unknown	unknown	1	5	-
10b7f3e7	13		unknown	unknown	3	1	-
10b7f3f4	272		unknown	unknown	1	5	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10b7f504	10		unknown	unknown	30	0	-
10b7f50e	24		unknown	unknown	1	0	-
10b7f526	64		unknown	unknown	2	1	-
10b7f566	48		unknown	unknown	1	0	-
10b7f596	303		unknown	unknown	2	5	-
10b7f6c5	142		unknown	unknown	1	2	-
10b7f753	14		unknown	unknown	3	0	-
10b7f761	217		unknown	unknown	2	4	-
10b7f83a	62		unknown	unknown	1	1	-
10b7f878	47		unknown	unknown	1	2	-
10b7f8a7	68		unknown	unknown	1	1	-
10b7f8eb	224		unknown	unknown	2	5	-
10b7f9cb	50		unknown	unknown	2	2	-
10b7f9fd	277		unknown	unknown	2	7	-
10b7fb12	485		unknown	unknown	2	9	-
10b7fcf7	178		unknown	unknown	1	6	-
10b7fda9	476		unknown	unknown	1	15	-
10b7ff85	500		unknown	unknown	1	18	-
10b80179	145		unknown	unknown	1	1	str:e:\\bt\\278379\\vctools\\compiler\\be\\p
10b8020b	31		unknown	unknown	50	1	-
10b8022a	118		unknown	unknown	1	4	-
10b802a0	54		unknown	unknown	7	0	-
10b802d6	116		unknown	unknown	1	3	-
10b8034a	238		unknown	unknown	1	7	-
10b80438	52		unknown	unknown	1	1	-
10b8046c	63		unknown	unknown	1	0	-
10b804ab	61		unknown	unknown	1	1	-
10b804e8	101		unknown	unknown	2	2	-
10b8054d	42		unknown	unknown	1	0	-
10b80577	60		unknown	unknown	2	1	-
10b805b3	166		unknown	unknown	2	5	-
10b80659	179		unknown	unknown	1	6	-
10b8070c	51		unknown	unknown	1	1	-
10b8073f	108		unknown	unknown	1	1	-
10b807ab	78		unknown	unknown	1	1	-
10b807f9	84		unknown	unknown	2	4	-
10b8084d	278		only-from:pgo-client	medium	1	1	all 1 callers in cluster pgo-client
10b80963	256		unknown	unknown	1	0	-
10b80a63	291		unknown	unknown	2	5	-
10b80b86	133		unknown	unknown	1	3	-
10b80c0b	51		unknown	unknown	1	2	-
10b80c3e	109		unknown	unknown	1	1	-
10b80cab	101		unknown	unknown	1	0	-
10b80d10	61		unknown	unknown	1	0	-
10b80d4d	814		unknown	unknown	1	14	-
10b8107b	789		unknown	unknown	1	13	-
10b81390	31		unknown	unknown	3	1	-
10b813af	66		unknown	unknown	1	1	-
10b813f1	511		unknown	unknown	3	7	-
10b815f0	648		unknown	unknown	1	1	-
10b81878	139		unknown	unknown	1	1	-
10b81903	83		unknown	unknown	3	1	-
10b81956	357		unknown	unknown	1	7	-
10b81abb	103		unknown	unknown	1	3	-
10b81b22	1323		unknown	unknown	1	19	-
10b8204d	29		unknown	unknown	1	0	-
10b8206a	72		unknown	unknown	1	1	-
10b820b2	91		unknown	unknown	1	0	-
10b8210d	62		unknown	unknown	1	0	-
10b8214b	120		unknown	unknown	1	3	-
10b821c3	77		unknown	unknown	1	2	-
10b82210	63		unknown	unknown	3	1	-
10b8224f	161		unknown	unknown	2	1	-
10b822f0	47		unknown	unknown	5	1	-
10b8231f	25		unknown	unknown	5	0	-
10b82338	374		unknown	unknown	1	1	-
10b824ae	91		unknown	unknown	2	0	-
10b82509	34		unknown	unknown	1	0	-
10b8252b	83		unknown	unknown	2	0	-
10b8257e	96		unknown	unknown	1	3	-
10b825de	66		unknown	unknown	2	1	str:__fltused
10b82620	41		unknown	unknown	1	0	-
10b82649	55		unknown	unknown	1	0	-
10b82680	55		unknown	unknown	1	2	-
10b826f6	28		unknown	unknown	1	1	-
10b82712	165		unknown	unknown	2	7	-
10b827b7	66		unknown	unknown	5	1	-
10b827f9	41		unknown	unknown	5	0	-
10b82822	62		unknown	unknown	4	0	-
10b82860	60		unknown	unknown	10	2	-
10b8289c	783		unknown	unknown	1	5	-
10b82bab	6		unknown	unknown	1	0	-
10b82bb1	109		unknown	unknown	1	3	-
10b82c1e	524		unknown	unknown	1	8	-
10b82e2a	82		unknown	unknown	1	1	-
10b82e7c	245		unknown	unknown	1	1	-
10b82f71	22		unknown	unknown	5	1	-
10b82f87	4		unknown	unknown	2	0	-
10b82f8b	4		unknown	unknown	1	0	-
10b82f8f	4		unknown	unknown	5	0	-
10b82f93	68		unknown	unknown	1	0	-
10b82fd7	8		unknown	unknown	14	1	-
10b82fdf	93		unknown	unknown	2	1	-
10b8303c	12		unknown	unknown	1	1	-
10b83048	59		unknown	unknown	5	2	-
